ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000000778,蔡齊哲,ACN,中信,56,0,56,0,0,0,7,2,0,20,62.1,251,946,51,5,22,1,1,36,4,0,18,17,54,87
0000004625,吳俊偉,ACN,中信,55,0,55,0,0,0,2,4,4,27,59.0,250,909,56,2,17,0,3,48,3,0,23,21,65,61
0000003331,李振昌,ACN,中信,53,0,53,0,0,0,5,1,24,2,52.0,206,812,35,0,18,2,2,60,2,0,14,14,38,53
0000003078,官大元,ACN,中信,49,0,49,0,0,0,3,2,0,6,66.0,270,944,64,8,18,0,1,29,4,2,26,23,78,80
0000003506,謝榮豪,ACN,中信,46,0,46,0,0,0,4,2,0,8,47.0,196,775,45,1,15,0,5,31,0,1,20,15,52,48
0000004626,王奕凱,ACN,中信,34,0,34,0,0,0,1,0,0,2,32.0,145,601,30,0,24,1,2,42,2,0,10,10,24,23
0000006006,德保拉,ACN,中信,26,25,1,2,0,1,16,4,0,0,178.0,713,2689,151,7,25,0,11,187,2,0,43,35,204,135
0000006500,加百利,ACN,中信,24,12,12,0,0,0,3,3,1,3,83.0,363,1344,93,8,16,0,6,61,3,1,41,37,116,71
0000003334,鄭凱文,ACN,中信,22,21,1,0,0,0,12,7,0,0,130.0,552,1968,151,11,18,0,4,90,4,0,67,59,153,136
0000006005,羅傑斯,ACN,中信,17,12,5,0,0,0,2,5,0,0,78.1,346,1327,92,4,21,0,4,67,6,2,46,43,84,78
0000002281,廖乙忠,ACN,中信,16,6,10,0,0,0,0,3,0,2,46.0,195,751,45,5,14,0,4,26,1,0,21,21,36,70
0000003639,呂彥青,ACN,中信,13,11,2,0,0,0,2,3,0,0,60.2,268,1104,63,5,27,0,5,55,4,0,32,31,56,62
0000002271,黃恩賜,ACN,中信,9,7,2,0,0,0,2,1,0,0,37.2,161,607,38,2,13,0,1,20,2,0,19,18,43,46
