ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000004625,吳俊偉,ACN,中信,57,0,57,0,0,0,6,6,29,3,58.0,245,919,44,2,25,2,3,55,2,0,21,17,74,44
0000003639,呂彥青,ACN,中信,54,0,54,0,0,0,4,2,3,24,54.0,229,885,56,2,17,1,1,42,2,0,29,25,68,45
0000000778,蔡齊哲,ACN,中信,45,0,45,0,0,0,1,2,0,7,45.1,193,711,43,4,14,0,2,24,1,0,29,26,32,78
0000000776,王凱程,ACN,中信,43,0,43,0,0,0,1,3,0,14,40.0,163,608,34,1,13,2,4,22,0,0,14,14,60,30
0000003506,謝榮豪,ACN,中信,42,0,42,0,0,0,1,0,1,8,35.1,152,585,36,3,14,1,1,21,4,0,18,16,29,51
0000003331,李振昌,ACN,中信,42,0,42,0,0,0,3,1,0,13,38.1,178,647,43,0,20,1,1,27,2,0,22,20,30,57
0000000771,陳琥,ACN,中信,40,0,40,0,0,0,0,0,0,2,40.1,174,652,41,2,15,0,1,38,4,0,21,19,43,36
0000007253,猛登,ACN,中信,25,25,0,0,0,0,10,3,0,0,154.0,641,2455,132,9,43,0,17,114,3,0,55,49,181,154
0000005572,魏碩成,ACN,中信,24,12,12,0,0,0,4,7,0,1,73.1,347,1337,92,3,41,0,12,55,4,0,54,49,106,41
0000007053,艾士特,ACN,中信,20,19,1,0,0,0,10,5,0,1,113.2,464,1842,105,4,27,0,6,109,3,0,37,35,105,111
0000006006,德保拉,ACN,中信,20,20,0,0,0,0,10,5,0,0,127.0,516,1935,118,6,21,0,8,91,2,1,48,43,166,112
0000002271,黃恩賜,ACN,中信,19,0,19,0,0,0,2,0,0,6,20.0,82,315,16,0,7,0,1,14,1,0,6,4,25,19
0000007250,克迪,ACN,中信,13,13,0,0,0,0,5,3,0,0,81.2,336,1274,79,3,18,1,2,62,4,0,25,25,95,80
0000003334,鄭凱文,ACN,中信,9,6,3,0,0,0,3,2,0,0,37.1,158,589,42,3,5,0,0,25,0,1,13,12,42,44
0000001005,彭識穎,ACN,中信,8,0,8,0,0,0,1,0,0,1,3.2,18,64,4,0,2,0,1,1,4,0,3,1,4,6
0000006176,余謙,ACN,中信,8,8,0,0,0,0,2,5,0,0,36.2,167,618,41,2,16,0,4,21,7,1,24,21,46,39
0000006875,陳柏均,ACN,中信,7,0,7,0,0,0,0,0,0,1,9.0,37,153,6,0,7,0,0,8,1,0,2,2,9,7
0000006867,徐基麟,ACN,中信,7,7,0,0,0,0,4,2,0,0,32.1,140,526,28,2,14,0,8,14,0,0,13,12,39,37
0000006874,盧孟揚,ACN,中信,5,4,1,0,0,0,0,3,0,0,23.1,107,404,29,2,10,1,0,10,0,2,17,15,22,36
0000007271,象騎士,ACN,中信,5,5,0,0,0,0,3,1,0,0,30.0,127,443,33,0,9,0,0,17,1,1,19,13,37,31
0000007049,林暉盛,ACN,中信,4,0,4,0,0,0,0,0,0,0,5.2,29,101,7,1,3,0,2,3,0,0,8,8,6,8
0000000773,李吳永勤,ACN,中信,4,0,4,0,0,0,0,0,0,0,3.2,19,58,6,0,2,0,1,1,0,0,6,6,3,6
0000002281,廖乙忠,ACN,中信,3,0,3,0,0,0,0,0,0,0,3.1,22,84,7,0,4,0,1,2,0,0,5,5,1,7
0000004626,王奕凱,ACN,中信,1,0,1,0,0,0,0,0,0,0,1.0,4,11,1,0,0,0,0,0,0,0,0,0,1,2
0000006749,象魔力,ACN,中信,1,1,0,0,0,0,0,0,0,0,4.0,18,83,6,0,2,0,0,3,1,0,1,1,3,4
0000000998,邱浩鈞,ADD,統一,48,0,48,0,0,0,2,1,6,14,44.1,186,701,33,2,16,1,4,38,1,0,19,14,31,64
0000002688,陳韻文,ADD,統一,39,0,39,0,0,0,2,4,10,4,33.1,152,581,36,3,13,0,0,36,3,1,19,17,27,40
0000007263,裴瑞茲,ADD,統一,36,0,36,0,0,0,3,2,8,13,54.0,227,870,42,1,24,1,5,52,2,0,12,9,62,42
0000007061,辛俊昇,ADD,統一,33,0,33,0,0,0,3,0,0,3,33.0,138,558,31,2,12,0,0,31,0,0,14,14,30,34
0000006127,李其峰,ADD,統一,32,0,32,0,0,0,0,0,0,5,26.0,120,463,30,4,16,1,1,13,2,0,16,16,22,38
0000006222,劉予承,ADD,統一,28,0,28,0,0,0,1,3,2,5,22.1,102,397,24,2,12,2,0,16,5,0,13,11,21,29
0000005604,勝騎士,ADD,統一,26,26,0,2,0,1,14,5,0,0,159.1,642,2501,130,10,37,0,2,167,5,0,50,44,118,188
0000003620,江承峰,ADD,統一,24,0,24,0,0,0,0,1,0,6,17.2,86,307,25,2,11,1,1,12,1,0,13,10,20,17
0000004638,古林睿煬,ADD,統一,21,21,0,0,0,0,10,2,0,0,125.0,501,1922,106,3,28,1,3,150,6,0,25,23,100,114
0000005731,布雷克,ADD,統一,21,19,2,0,0,0,8,4,0,0,122.0,500,1897,107,7,34,0,5,95,2,0,41,35,99,160
0000003393,王鏡銘,ADD,統一,20,0,20,0,0,0,0,1,0,1,20.0,86,302,19,2,6,0,1,7,1,0,9,7,25,28
0000006818,高塩將樹,ADD,統一,20,0,20,0,0,0,2,1,0,4,21.2,90,395,20,2,6,0,1,24,2,0,12,12,20,19
0000005482,吳承諭,ADD,統一,20,0,20,0,0,0,2,0,0,4,20.0,81,277,19,2,4,1,0,13,1,0,9,9,25,20
0000001260,郭俊麟,ADD,統一,20,14,6,1,1,0,3,7,0,1,76.0,347,1239,98,6,20,0,5,58,0,0,43,40,91,75
0000006762,羅昂,ADD,統一,18,17,1,0,0,0,6,6,0,0,104.0,425,1641,100,9,14,2,4,81,3,0,38,32,104,122
0000006848,林詔恩,ADD,統一,15,12,3,0,0,0,4,2,0,1,56.2,269,1043,70,4,28,0,5,25,3,2,33,24,72,69
0000002303,黃竣彥,ADD,統一,15,0,15,0,0,0,1,2,0,2,12.2,57,217,14,0,6,0,0,10,2,1,7,6,15,12
0000004637,劉軒荅,ADD,統一,15,0,15,0,0,0,2,0,0,2,12.2,64,222,18,1,6,0,4,7,0,0,11,11,10,19
0000006849,尹柏淮,ADD,統一,13,0,13,0,0,0,0,2,0,1,13.2,63,235,19,1,5,0,0,7,2,0,12,12,12,20
0000002589,潘威倫,ADD,統一,11,4,7,0,0,0,1,6,0,0,29.0,136,444,45,5,5,0,2,8,1,1,29,22,36,40
0000005282,姚杰宏,ADD,統一,11,1,10,0,0,0,0,0,0,2,15.1,75,290,19,4,7,1,3,7,1,0,10,8,5,34
0000001719,胡智爲,ADD,統一,8,5,3,0,0,0,2,3,0,1,27.0,115,481,30,1,10,0,1,13,0,0,18,15,22,39
0000006866,宋文華,ADD,統一,5,1,4,0,0,0,0,1,0,0,5.0,23,84,6,0,3,0,0,0,0,0,3,2,4,10
0000006712,楊孟沅,ADD,統一,3,0,3,0,0,0,0,0,0,0,1.1,11,43,3,1,3,0,1,0,0,0,3,3,1,3
0000003401,傅于剛,ADD,統一,2,0,2,0,0,0,0,0,0,0,4.0,17,65,6,0,0,0,0,1,0,0,2,2,5,5
0000007070,林佳緯,ADD,統一,2,0,2,0,0,0,0,0,0,0,0.2,2,7,0,0,0,0,0,1,0,0,0,0,1,0
0000002276,鄭鈞仁,ADD,統一,1,0,1,0,0,0,0,0,0,0,1.0,4,17,1,0,0,0,0,0,0,0,0,0,1,2
0000007044,鄭澔,ADD,統一,1,0,1,0,0,0,0,0,0,0,1.0,9,33,3,0,3,0,0,2,0,0,4,3,0,1
0000002695,林子崴,ADD,統一,1,0,1,0,0,0,0,0,0,0,0.2,2,4,0,0,0,0,0,0,0,0,0,0,2,0
0000006219,李嘉祥,ADD,統一,1,0,1,0,0,0,0,0,0,0,1.0,5,17,2,0,0,0,0,1,0,0,0,0,1,1
0000006228,王志煊,AJL,樂天,58,0,58,0,0,0,1,1,0,31,42.1,171,660,35,1,15,0,3,21,0,0,9,7,53,44
0000000941,陳冠宇,AJL,樂天,54,0,54,0,0,0,1,4,1,26,50.1,211,844,40,0,16,2,4,44,1,0,15,11,60,47
0000000779,陳柏豪,AJL,樂天,52,0,52,0,0,0,2,4,29,4,52.2,237,927,43,1,36,2,3,38,6,0,18,14,50,67
0000005509,莊昕諺,AJL,樂天,50,0,50,0,0,0,6,1,0,11,44.1,185,681,46,3,11,1,2,26,0,0,19,17,48,52
0000005558,蘇俊璋,AJL,樂天,47,0,47,0,0,0,3,1,0,11,42.1,187,630,45,1,14,0,4,27,5,1,17,17,53,44
0000003616,黃偉晟,AJL,樂天,40,0,40,0,0,0,0,1,0,9,37.0,152,576,37,3,9,0,3,30,2,0,22,19,43,30
