ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000003639,呂彥青,ACN,中信,51,1,50,0,0,0,1,2,20,9,63.2,253,986,51,2,16,0,2,52,1,0,18,14,68,64
0000003331,李振昌,ACN,中信,42,0,42,0,0,0,2,2,11,8,40.0,160,592,35,2,9,0,0,40,3,1,19,14,33,43
0000001194,楊志龍,ACN,中信,40,0,40,0,0,0,2,4,0,12,37.0,158,628,31,0,16,0,4,42,4,0,20,17,34,31
0000001515,吳哲源,ACN,中信,34,15,19,0,0,0,11,1,0,2,120.0,480,1766,117,8,21,2,7,64,1,0,40,38,132,139
0000006006,德保拉,ACN,中信,24,24,0,3,3,1,14,4,0,0,162.0,650,2443,145,3,21,0,12,158,4,2,47,44,174,140
0000001005,彭識穎,ACN,中信,21,0,21,0,0,0,2,2,0,1,16.2,69,258,18,1,3,0,1,6,0,0,8,8,21,20
0000002281,廖乙忠,ACN,中信,20,2,18,0,0,0,2,1,0,1,27.0,130,542,33,0,15,0,3,22,3,0,19,15,23,34
0000000779,陳柏豪,ACN,中信,19,6,13,0,0,0,3,3,0,0,49.0,203,757,36,2,22,0,2,30,4,0,15,13,47,66
0000000778,蔡齊哲,ACN,中信,19,0,19,0,0,0,0,2,0,7,18.2,77,289,14,1,7,0,2,10,0,0,8,7,17,27
0000003078,官大元,ACN,中信,18,4,14,0,0,0,2,1,0,1,45.1,194,664,49,3,15,1,2,13,1,0,20,20,45,70
0000003334,鄭凱文,ACN,中信,18,17,1,0,0,0,8,3,0,0,108.2,424,1565,96,6,16,0,5,59,2,0,30,28,119,129
0000004625,吳俊偉,ACN,中信,15,0,15,0,0,0,1,1,0,5,13.0,66,257,22,2,5,0,0,10,3,0,15,15,16,13
0000006749,象魔力,ACN,中信,15,14,1,0,0,0,7,5,0,0,91.1,385,1517,80,2,29,0,9,89,3,0,36,26,94,84
0000006209,泰迪,ACN,中信,15,15,0,1,1,1,5,6,0,0,88.0,383,1379,101,2,20,0,5,67,6,0,46,40,95,95
0000001232,江忠城,ACN,中信,14,0,14,0,0,0,1,0,0,4,15.1,69,267,16,0,6,0,1,19,0,0,7,7,14,13
0000004626,王奕凱,ACN,中信,12,0,12,0,0,0,0,0,0,1,13.2,55,216,10,0,4,0,0,16,0,0,0,0,7,18
0000001675,林丞軒,ACN,中信,10,0,10,0,0,0,0,0,0,0,10.2,50,167,10,0,5,0,5,9,1,0,8,6,13,8
0000000776,王凱程,ACN,中信,9,0,9,0,0,0,0,0,0,0,9.2,48,153,14,1,3,0,1,4,1,0,10,8,17,9
0000003506,謝榮豪,ACN,中信,8,0,8,0,0,0,0,0,0,0,5.2,34,132,9,2,6,0,0,5,0,0,7,6,8,6
0000002271,黃恩賜,ACN,中信,6,5,1,0,0,0,1,3,0,0,25.2,118,390,37,1,5,0,2,12,1,1,15,13,36,26
0000000773,李吳永勤,ACN,中信,6,0,6,0,0,0,0,0,0,0,9.0,36,145,10,0,1,0,0,7,0,0,3,2,12,6
0000006837,牧田和久,ACN,中信,6,0,6,0,0,0,0,0,0,0,5.1,29,100,14,1,0,0,0,4,0,0,5,5,2,9
0000006885,奧特羅,ACN,中信,5,5,0,0,0,0,2,1,0,0,26.2,114,436,29,3,4,0,1,21,0,0,13,12,28,31
0000006842,麥力德,ACN,中信,5,3,2,0,0,0,1,3,0,0,18.1,82,323,25,2,2,0,2,11,1,0,15,6,27,15
0000006846,泰樂,ACN,中信,5,5,0,0,0,0,3,1,0,0,32.1,131,500,26,1,10,0,1,29,0,0,10,9,26,39
