ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,BS,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000000782,黃欽智,AJK,Lamigo,56,0,56,0,0,0,1,0,3,2,13,49.2,222,779,61,5,14,2,1,43,8,0,25,18,62,40
0000000096,耿伯軒,AJK,Lamigo,55,0,55,0,0,0,5,3,1,2,12,61.1,253,853,63,2,14,3,5,25,2,0,27,25,111,34
0000003167,許銘倢,AJK,Lamigo,45,0,45,0,0,0,1,2,3,2,5,59.1,258,1039,46,4,30,4,5,59,1,0,20,16,50,66
0000003967,曾兆豪,AJK,Lamigo,42,2,40,0,0,0,3,2,0,2,6,73.1,304,1028,72,4,22,1,1,21,1,0,20,14,105,80
0000000092,飛鵬J.B,AJK,Lamigo,32,0,32,0,0,0,2,3,15,3,0,28.1,124,541,22,1,14,2,1,39,3,0,13,6,19,27
0000000002,李風華,AJK,Lamigo,30,0,30,0,0,0,1,2,1,0,3,28.1,132,457,36,0,10,3,2,13,0,0,21,19,46,22
0000002969,蔡英峰,AJK,Lamigo,30,7,23,0,0,0,4,3,0,1,0,72.0,331,1156,91,3,21,0,4,43,7,1,47,37,95,72
0000003330,張誌家,AJK,Lamigo,26,19,7,0,0,0,10,9,0,0,0,135.2,587,2300,145,10,51,0,3,94,4,1,70,65,108,185
0000000094,雷克斯A.R,AJK,Lamigo,26,26,0,0,0,0,13,6,0,0,0,159.1,691,2523,168,11,40,0,5,110,8,1,82,61,207,154
0000000003,許文雄,AJK,Lamigo,25,24,1,0,0,0,8,11,0,0,0,126.1,571,2160,158,7,49,0,3,77,9,0,89,73,139,142
0000000049,許志華,AJK,Lamigo,20,3,17,0,0,0,0,1,0,0,1,46.0,206,786,54,4,14,0,2,33,1,1,29,24,53,49
0000003159,黃宏任,AJK,Lamigo,19,7,12,1,0,0,3,2,0,0,0,49.1,228,809,61,3,19,1,3,23,2,0,35,33,60,59
0000000043,吳偲佑,AJK,Lamigo,14,13,1,0,0,0,4,6,0,0,0,62.0,298,1071,94,6,25,2,0,37,2,1,40,37,67,71
0000000102,戰銳龍V.M,AJK,Lamigo,5,5,0,0,0,0,1,2,0,0,0,26.2,132,457,42,1,8,0,5,15,2,1,26,16,33,27
0000000090,強森M.J,AJK,Lamigo,5,5,0,0,0,0,2,2,0,0,0,26.0,119,453,35,2,11,0,4,14,0,0,20,19,31,23
0000000099,米勒J.M,AJK,Lamigo,4,4,0,0,0,0,1,2,0,0,0,18.0,86,291,31,3,4,0,1,9,0,0,16,14,25,15
0000000101,希爾法J.S,AJK,Lamigo,4,4,0,0,0,0,1,2,0,0,0,20.0,86,348,18,0,10,0,0,9,0,0,7,4,32,16
0000004000,郭建宏,AJK,Lamigo,4,1,3,0,0,0,1,0,0,0,0,14.1,69,232,20,1,3,0,0,4,1,1,8,5,18,24
0000000038,徐余偉,AJK,Lamigo,3,0,3,0,0,0,0,0,0,0,0,1.0,8,21,2,0,1,0,1,0,0,0,2,2,1,3
0000003351,李金木,AJK,Lamigo,2,0,2,0,0,0,0,0,0,0,0,3.0,11,49,1,0,1,0,0,2,0,0,0,0,4,3
0000002986,王豐鑫,AJK,Lamigo,1,0,1,0,0,0,0,0,0,0,0,2.0,7,35,2,0,0,0,0,1,0,0,0,0,1,3
