ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,BS,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000003606,陳鴻文,AEO,富邦,53,0,53,0,0,0,7,6,16,6,1,54.2,243,918,65,6,20,4,1,46,3,0,32,29,48,63
0000002347,王尉永,AEO,富邦,52,0,52,0,0,0,0,2,0,2,10,45.1,207,779,58,5,19,0,0,54,3,1,40,34,35,41
0000003607,林羿豪,AEO,富邦,46,0,46,0,0,0,0,4,1,4,11,44.1,209,824,51,5,27,2,3,43,3,0,33,31,52,33
0000000327,林晨樺,AEO,富邦,45,0,45,0,0,0,2,1,0,1,3,50.2,226,816,65,9,10,0,4,33,1,0,30,28,52,62
0000003292,賴鴻誠,AEO,富邦,42,0,42,0,0,0,0,0,1,2,12,37.1,167,660,40,4,14,0,4,35,2,0,20,20,40,34
0000004770,索沙,AEO,富邦,29,29,0,4,1,3,15,5,0,0,0,194.1,828,3110,230,12,37,0,4,172,6,1,90,73,182,203
0000001394,羅國華,AEO,富邦,23,0,23,0,0,0,0,2,0,1,0,23.1,100,369,30,3,7,0,2,18,2,0,13,13,18,25
0000000121,羅力,AEO,富邦,23,23,0,0,0,0,6,11,0,0,0,136.2,608,2187,172,16,30,2,7,126,6,0,91,76,152,121
0000005479,江國豪,AEO,富邦,23,18,5,1,0,0,9,8,0,0,1,110.2,507,1836,141,19,36,1,5,63,5,0,72,63,131,131
0000004628,歐書誠,AEO,富邦,21,0,21,0,0,0,0,0,0,1,1,19.2,98,377,30,2,8,0,2,12,2,0,12,10,23,23
0000000363,陳仕朋,AEO,富邦,20,19,1,1,1,0,6,10,0,0,1,107.0,501,1832,152,12,31,0,2,72,3,0,73,62,136,108
0000000341,范玉禹,AEO,富邦,19,0,19,0,0,0,0,0,0,2,0,18.0,97,345,37,2,8,1,0,16,2,0,27,27,21,15
0000000762,伍鐸,AEO,富邦,16,15,1,0,0,0,2,9,0,0,0,79.2,379,1395,120,21,22,1,4,50,2,0,74,58,118,65
0000003020,倪福德,AEO,富邦,11,0,11,0,0,0,0,1,0,1,5,9.2,43,161,16,0,0,0,0,5,0,0,5,4,12,10
0000006206,邦威,AEO,富邦,10,9,1,0,0,0,6,3,0,0,0,52.0,226,969,39,2,26,0,4,62,3,0,20,15,52,43
0000000368,游霆崴,AEO,富邦,9,4,5,0,0,0,1,2,0,0,0,25.0,124,467,37,7,16,0,2,15,0,0,32,31,29,25
0000004629,楊彬,AEO,富邦,8,0,8,0,0,0,0,0,0,0,0,15.1,80,319,26,3,9,0,1,13,1,0,19,18,17,14
0000000367,吳世豪,AEO,富邦,5,0,5,0,0,0,0,0,0,0,0,6.1,30,143,6,1,5,0,0,11,0,0,3,3,1,7
0000005561,李建勳,AEO,富邦,5,0,5,0,0,0,0,0,0,0,0,7.2,36,152,9,0,4,0,0,8,2,0,5,5,7,8
0000003644,陳明軒,AEO,富邦,3,0,3,0,0,0,0,0,0,0,0,1.2,13,49,5,1,2,0,2,0,0,0,6,5,3,1
0000003046,蔡明晋,AEO,富邦,3,0,3,0,0,0,0,0,0,0,0,3.2,15,64,5,0,2,0,0,0,0,0,4,4,7,1
0000006214,奇優力,AEO,富邦,3,3,0,0,0,0,0,1,0,0,0,16.1,72,272,13,1,11,0,0,13,1,0,10,5,15,20
0000003436,陳凱倫,AEO,富邦,1,0,1,0,0,0,0,0,0,0,0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0000000357,黃亦志,AEO,富邦,1,0,1,0,0,0,0,0,0,0,0,0.0,3,11,3,1,0,0,0,0,0,0,3,3,0,0
0000005307,陳韋霖,AEO,富邦,1,0,1,0,0,0,0,0,0,0,0,0.1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
0000000135,陳禹勳,AJL,樂天,62,0,62,0,0,0,6,5,12,6,11,55.1,258,1001,63,9,27,1,8,61,2,0,38,33,47,52
