ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000002287,楊岱均,ZZZ048,中華,15,64,54,12,7,23,15,7,0,1,33,5,1,2,0,0,9,2,1,0,10,16
0000002297,詹子賢,ZZZ048,中華,15,55,48,12,7,17,12,4,0,1,24,4,1,3,0,0,6,0,1,2,14,13
0000001474,蘇智傑,ZZZ048,中華,15,66,54,13,9,15,10,3,1,1,23,10,7,2,0,1,10,0,1,0,20,10
0000002282,張閔勛,ZZZ048,中華,15,40,32,2,6,8,6,2,0,0,10,3,0,1,2,0,6,0,0,0,12,11
0000002296,曹佑寧,ZZZ048,中華,14,57,48,8,9,19,15,3,1,0,24,6,2,2,0,1,8,1,0,2,14,10
0000002298,陳重羽,ZZZ048,中華,14,62,55,8,12,20,18,2,0,0,22,7,1,2,1,0,5,0,1,2,20,9
0000002286,林立,ZZZ048,中華,14,48,41,4,12,14,10,4,0,0,18,10,1,0,0,0,6,0,1,2,10,7
0000002291,岳東華,ZZZ048,中華,14,48,42,2,7,8,5,3,0,0,11,5,0,0,1,0,5,0,0,1,17,13
0000002293,洪瑋漢,ZZZ048,中華,12,32,25,3,3,6,5,1,0,0,7,8,3,1,2,0,3,0,2,0,9,4
0000002295,林勝傑,ZZZ048,中華,10,30,24,8,9,12,6,4,2,0,20,6,0,0,1,1,4,0,0,1,5,3
0000002294,高淮安,ZZZ048,中華,10,22,18,4,2,6,4,1,0,1,10,1,0,1,0,1,3,0,0,0,7,5
0000002305,王正棠,ZZZ048,中華,10,21,15,3,2,4,4,0,0,0,4,1,0,0,0,1,5,0,0,0,3,8
0000002307,王崇穎,ZZZ048,中華,10,24,21,4,2,2,2,0,0,0,2,4,0,1,1,0,2,0,0,0,9,7
0000002289,陳重廷,ZZZ048,中華,9,28,27,4,6,8,6,1,1,0,11,2,1,0,0,0,1,0,0,1,10,7
0000002285,高宇杰,ZZZ048,中華,9,22,19,2,2,5,4,1,0,0,6,2,0,1,0,0,3,0,0,0,6,6
0000002304,吳明鴻,ZZZ048,中華,8,16,14,3,3,4,2,2,0,0,6,3,0,0,0,0,2,0,0,0,4,3
0000002288,施冠勛,ZZZ048,中華,8,9,8,2,2,2,2,0,0,0,2,3,0,1,0,0,1,0,0,0,1,2
0000002292,俎品辰,ZZZ048,中華,8,23,22,4,0,4,4,0,0,0,4,8,0,0,0,0,0,0,1,0,4,6
0000002308,曾子豪,ZZZ048,中華,6,12,9,1,4,1,1,0,0,0,1,4,1,0,0,0,3,0,0,0,1,3
0000002284,陳宗鈺,ZZZ048,中華,5,8,7,0,1,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,2,3
0000002309,劉子銓,ZZZ048,中華,5,11,8,2,2,2,2,0,0,0,2,1,1,0,0,0,3,0,0,1,3,2
0000002311,詹明修,ZZZ048,中華,5,5,4,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1
0000002290,張皓緯,ZZZ048,中華,4,13,12,2,2,5,5,0,0,0,5,0,1,0,0,0,1,0,0,1,5,2
0000005563,姚冠瑋,ZZZ048,中華,4,9,8,0,2,2,1,1,0,0,3,1,0,0,0,0,1,0,0,0,2,3
0000002306,詹偉宏,ZZZ048,中華,3,7,5,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,1
0000002281,廖乙忠,ZZZ048,中華,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0000002280,廖任磊,ZZZ048,中華,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0000002753,岡本和真,ZZZ040,日職,19,74,67,20,16,26,18,5,0,3,40,3,0,3,0,2,4,0,1,0,16,24
0000002754,和田恋,ZZZ040,日職,19,66,57,11,12,20,16,4,0,0,24,5,5,3,1,1,6,0,1,0,27,7
0000002755,山下幸輝,ZZZ040,日職,19,71,63,10,14,22,15,4,1,2,34,6,2,2,2,0,6,0,0,1,23,14
0000002757,上林誠知,ZZZ040,日職,19,70,64,14,11,20,11,3,3,3,38,11,5,0,0,2,3,0,1,0,9,26
0000002762,横田慎太郎,ZZZ040,日職,19,65,56,11,13,17,14,1,0,2,24,9,7,0,0,2,6,0,1,2,13,19
0000002758,真砂勇介,ZZZ040,日職,19,70,62,5,9,18,13,4,0,1,25,11,13,1,0,1,7,0,0,2,14,20
0000002759,友永翔太,ZZZ040,日職,19,66,55,6,13,15,9,4,1,1,24,7,2,0,0,0,11,0,0,2,17,16
0000002752,高橋周平,ZZZ040,日職,19,71,59,9,8,15,6,5,2,2,30,10,0,2,0,2,10,3,0,0,16,20
0000002756,陽川尚将,ZZZ040,日職,18,69,62,13,15,21,11,6,2,2,37,12,1,1,0,0,4,0,3,0,13,16
0000002760,原泉,ZZZ040,日職,18,63,51,8,6,12,12,0,0,0,12,8,1,1,0,1,9,0,2,1,15,17
0000002750,桂依央利,ZZZ040,日職,13,30,28,5,3,8,7,1,0,0,9,4,1,2,1,0,1,0,0,0,10,7
0000002751,山川晃司,ZZZ040,日職,13,26,21,0,1,5,5,0,0,0,5,2,0,0,1,0,3,0,1,0,4,11
0000002749,張本優大,ZZZ040,日職,12,27,24,4,6,9,8,1,0,0,10,4,2,2,0,1,1,0,1,0,5,7
0000002761,関根大気,ZZZ040,日職,6,18,15,4,3,6,4,0,1,1,11,1,1,0,0,1,2,0,0,0,5,4
0000002229,鄭炫,ZZZ041,韓職,18,70,54,17,14,23,14,7,1,1,35,7,1,2,0,1,8,0,7,1,12,13
0000002239,李眞祏,ZZZ041,韓職,18,54,43,13,12,15,10,4,0,1,22,11,4,0,2,1,8,0,0,1,9,11
0000002235,李炅錄,ZZZ041,韓職,18,71,63,15,11,20,14,2,0,4,34,19,4,0,2,0,5,0,1,0,16,10
0000002233,尹承烈,ZZZ041,韓職,18,73,57,3,8,16,13,2,0,1,21,15,2,0,1,0,14,0,1,0,17,10
0000002240,裵炳玉,ZZZ041,韓職,18,71,61,6,13,15,10,3,1,1,23,15,4,1,3,1,6,0,0,1,20,15
0000002228,安致弘,ZZZ041,韓職,17,61,52,11,9,19,16,2,0,1,24,6,0,1,0,1,7,0,1,1,14,14
0000002236,李城坤,ZZZ041,韓職,17,66,56,9,11,14,10,4,0,0,18,11,0,1,0,3,5,0,2,0,18,16
0000002224,金思勳,ZZZ041,韓職,16,48,41,9,9,13,12,1,0,0,14,9,1,0,2,2,2,0,1,0,13,10
0000002227,辛本基,ZZZ041,韓職,16,69,57,15,12,17,13,3,0,1,23,11,3,0,0,1,9,0,2,0,16,14
0000002231,文珍堤,ZZZ041,韓職,16,32,30,4,4,5,4,1,0,0,6,6,0,0,1,0,1,0,0,0,9,11
0000002226,趙允晙,ZZZ041,韓職,14,34,32,3,2,12,10,2,0,0,14,5,0,1,0,0,1,0,1,0,6,9
0000002230,林祉閱,ZZZ041,韓職,12,31,27,1,4,5,5,0,0,0,5,9,1,2,0,0,3,0,1,2,8,5
0000002234,朴俊赫,ZZZ041,韓職,12,26,24,0,5,4,4,0,0,0,4,8,1,0,0,0,2,0,0,0,7,5
0000002225,權正雄,ZZZ041,韓職,8,9,9,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4
0000002232,黃大仁,ZZZ041,韓職,6,17,15,1,1,2,2,0,0,0,2,7,0,0,0,0,2,0,0,0,3,3
0000002237,金到炫,ZZZ041,韓職,5,17,13,3,0,4,4,0,0,0,4,4,0,1,0,0,2,0,2,0,5,0
0000002223,閔成基,ZZZ041,韓職,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000002215,申旻財,ZZZ041,韓職,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0000001240,鄭鎧文,ZZZ039,中職,18,66,52,10,9,13,6,6,0,1,22,13,0,2,0,1,11,0,2,1,12,15
0000000132,梁家榮,ZZZ039,中職,17,59,47,7,9,23,17,6,0,0,29,9,0,2,1,1,10,1,0,1,11,6
0000003262,林王啟瑋,ZZZ039,中職,17,62,52,11,8,15,10,4,0,1,22,10,0,0,1,1,8,0,0,1,16,13
0000001114,曾陶鎔,ZZZ039,中職,16,34,31,6,7,8,5,2,0,1,13,7,1,2,0,0,3,0,0,0,10,6
0000003379,林威廷,ZZZ039,中職,16,49,43,5,3,11,11,0,0,0,11,13,4,0,1,1,4,0,0,2,8,13
0000003254,方玄宗,ZZZ039,中職,16,43,31,4,4,7,5,1,0,1,11,9,3,1,1,2,9,0,0,1,9,9
0000002685,吳國豪,ZZZ039,中職,16,37,31,3,7,7,6,0,1,0,9,10,8,0,0,1,5,0,0,0,7,7
0000001291,郭阜林,ZZZ039,中職,16,46,43,6,3,8,5,1,1,1,14,15,0,0,0,0,3,0,0,0,8,12
0000000908,蘇緯達,ZZZ039,中職,15,48,41,8,10,14,9,4,0,1,21,8,1,3,0,1,6,0,0,0,11,9
0000001118,高國麟,ZZZ039,中職,15,52,46,6,7,10,6,3,0,1,16,12,0,1,0,1,2,1,3,0,11,14
0000003517,方昶詠,ZZZ039,中職,14,40,36,2,5,6,6,0,0,0,6,7,1,1,0,1,3,0,0,1,11,13
0000001253,紀品宏,ZZZ039,中職,13,19,15,2,5,3,3,0,0,0,3,8,1,0,0,0,4,0,0,0,3,1
0000001318,朱育賢,ZZZ039,中職,12,34,32,5,6,9,7,1,0,1,13,10,0,0,0,0,2,1,0,0,9,4
0000001107,郭峻偉,ZZZ039,中職,11,18,13,7,3,5,3,1,1,0,8,1,0,1,1,1,3,0,0,0,5,4
0000000976,林明杰,ZZZ039,中職,11,27,24,3,3,6,2,4,0,0,10,4,0,1,0,0,3,0,0,0,5,9
0000003660,陽耀勳,ZZZ039,中職,8,34,32,5,8,12,7,2,1,2,22,6,5,0,0,1,1,0,0,0,9,6
0000000348,蔡友達,ZZZ039,中職,8,19,18,1,2,3,3,0,0,0,3,6,0,0,0,0,1,0,0,0,7,2
0000000153,林承飛,ZZZ039,中職,7,22,19,0,2,5,3,1,1,0,8,5,0,0,0,0,3,0,0,0,5,4
0000003548,黃鈞聲,ZZZ039,中職,5,13,12,3,0,3,2,1,0,0,4,3,0,0,0,0,1,0,0,0,1,5
0000002257,坎普,ZZZ047,歐洲,15,59,51,4,10,15,11,3,0,1,21,6,1,1,0,0,8,0,0,4,18,12
0000002259,默克力,ZZZ047,歐洲,15,55,48,6,5,12,8,3,0,1,18,10,2,2,1,0,2,0,4,1,17,10
0000002270,威海特,ZZZ047,歐洲,14,58,56,3,7,16,13,2,0,1,21,15,0,1,0,0,2,0,0,0,13,12
0000002248,伊密客,ZZZ047,歐洲,14,41,29,2,3,7,7,0,0,0,7,11,1,0,0,0,10,0,2,0,3,8
0000002260,米尼歐,ZZZ047,歐洲,14,53,48,7,8,11,6,4,0,1,18,17,0,2,0,0,5,0,0,0,15,5
0000002261,諾古拉,ZZZ047,歐洲,14,38,31,1,2,7,6,1,0,0,8,3,0,1,0,0,7,0,0,2,13,8
0000002263,寶馬,ZZZ047,歐洲,13,51,45,10,8,15,11,4,0,0,19,11,1,2,1,0,5,0,0,0,18,2
0000002258,馬東,ZZZ047,歐洲,13,27,24,0,4,5,4,1,0,0,6,9,1,0,0,0,3,0,0,0,9,1
0000002255,霍華德,ZZZ047,歐洲,12,39,29,5,3,11,5,4,0,2,21,8,0,0,0,1,7,0,2,0,6,5
0000002244,可洛斯,ZZZ047,歐洲,12,31,25,5,4,4,1,3,0,0,7,5,0,0,0,0,6,0,0,0,4,12
0000002252,吉拉迪,ZZZ047,歐洲,12,33,29,2,1,4,3,1,0,0,5,1,0,1,0,0,3,0,1,0,17,7
0000002250,費南德茲,ZZZ047,歐洲,12,34,32,0,4,3,3,0,0,0,3,16,0,0,0,0,2,0,0,0,9,4
0000002253,佐丹尼,ZZZ047,歐洲,11,42,40,6,5,13,11,0,2,0,17,8,1,0,1,0,1,0,0,1,11,9
0000002242,布連斯,ZZZ047,歐洲,9,13,10,0,1,0,0,0,0,0,0,6,0,1,0,0,3,0,0,1,3,1
0000002246,迪多,ZZZ047,歐洲,7,15,13,3,0,4,3,1,0,0,5,3,0,0,0,0,2,0,0,0,3,3
0000002241,安德烈歐茲,ZZZ047,歐洲,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
