ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000002734,荻野貴幸,ZZZ040,日職,22,67,58,12,11,21,18,3,0,0,24,8,6,0,3,1,5,0,0,0,18,15
0000002732,緒方凌介,ZZZ040,日職,22,75,69,4,19,24,20,1,3,0,31,11,11,0,0,0,6,1,0,1,18,16
0000002726,高田知季,ZZZ040,日職,22,73,62,12,14,20,17,2,1,0,24,12,3,0,2,1,8,2,0,1,21,12
0000002731,赤坂和幸,ZZZ040,日職,22,75,66,9,11,21,18,2,0,1,26,8,1,2,1,1,6,0,1,0,22,17
0000002729,谷内亮太,ZZZ040,日職,22,75,64,11,16,19,14,2,3,0,27,5,3,0,2,1,8,1,0,2,32,11
0000002728,立岡宗一郎,ZZZ040,日職,22,71,62,8,13,17,15,1,1,0,20,9,7,1,0,1,6,1,2,0,23,14
0000002730,釜元豪,ZZZ040,日職,22,70,58,4,11,14,10,4,0,0,18,12,1,0,3,0,9,2,0,3,22,13
0000002110,一二三慎太,ZZZ040,日職,22,70,60,8,7,13,10,2,0,1,18,9,0,3,3,0,4,0,3,3,24,17
0000002725,猪本健太郎,ZZZ040,日職,21,77,64,19,12,22,17,3,0,2,31,11,0,3,0,1,11,0,1,0,17,15
0000002727,辻東倫,ZZZ040,日職,21,71,62,16,12,15,11,1,1,2,24,7,2,2,0,3,4,1,2,1,25,18
0000002733,赤堀大智,ZZZ040,日職,20,73,61,16,12,22,13,8,1,0,32,15,1,2,0,1,10,0,1,1,9,16
0000002723,髙城俊人,ZZZ040,日職,12,49,38,10,10,13,11,2,0,0,15,6,0,1,1,0,10,0,0,0,14,6
0000002724,甲斐拓也,ZZZ040,日職,12,48,36,6,8,10,8,2,0,0,12,6,1,1,1,0,10,0,1,0,12,9
0000002179,崔炡敏,ZZZ041,韓職,22,75,62,5,10,19,19,0,0,0,19,14,7,0,1,2,8,0,2,2,26,6
0000002183,柳旻相,ZZZ041,韓職,22,82,75,4,9,19,15,2,2,0,25,17,0,2,0,1,5,0,1,0,24,16
0000002189,朴正音,ZZZ041,韓職,22,77,64,7,13,16,16,0,0,0,16,13,10,1,2,3,6,0,2,0,21,19
0000002187,張暎錫,ZZZ041,韓職,22,82,65,8,6,15,10,5,0,0,20,15,0,1,0,0,10,0,7,0,21,14
0000002182,具滋昱,ZZZ041,韓職,21,77,64,11,8,17,15,1,1,0,20,9,5,2,1,0,10,0,2,4,14,25
0000002178,金珉植,ZZZ041,韓職,20,34,25,8,6,7,4,2,1,0,11,4,0,1,0,1,8,0,0,2,9,6
0000002186,黃潤琥,ZZZ041,韓職,20,47,37,5,3,6,6,0,0,0,6,9,2,2,4,1,4,1,1,0,17,10
0000002180,柳志赫,ZZZ041,韓職,18,29,25,4,2,6,5,0,0,1,9,9,2,1,1,0,1,1,2,0,9,2
0000002184,金齎聿,ZZZ041,韓職,18,40,34,2,1,3,1,2,0,0,5,13,0,0,1,0,5,0,0,0,9,10
0000002191,吳俊赫,ZZZ041,韓職,17,56,49,7,2,10,3,5,2,0,19,13,3,0,0,0,5,0,2,0,15,11
0000002181,徐祥祐,ZZZ041,韓職,17,39,33,3,3,6,5,1,0,0,7,9,0,0,0,0,4,1,2,0,11,7
0000002188,鄭振浩,ZZZ041,韓職,16,55,50,5,7,9,6,3,0,0,12,6,3,2,0,0,5,0,0,1,23,12
0000002192,金鎮率,ZZZ041,韓職,16,23,20,0,4,2,2,0,0,0,2,10,1,0,0,0,3,0,0,0,6,2
0000002176,尹犁耘,ZZZ041,韓職,14,37,29,3,6,8,7,1,0,0,9,8,0,0,1,0,4,0,3,0,6,8
0000002177,朴世雄,ZZZ041,韓職,14,22,19,1,3,3,3,0,0,0,3,8,0,0,2,0,1,0,0,0,6,4
0000002185,朴起民,ZZZ041,韓職,13,24,17,1,1,5,4,1,0,0,6,5,0,0,3,0,1,0,3,0,6,4
0000002190,尹晶右,ZZZ041,韓職,11,36,31,3,2,8,4,4,0,0,12,9,2,1,0,0,4,0,1,0,5,9
0000000743,陳子豪,ZZZ039,中職,21,86,77,13,7,21,16,2,3,0,29,8,3,3,3,1,5,1,0,0,36,16
0000003145,郭修延,ZZZ039,中職,20,79,66,10,13,25,21,2,2,0,31,11,1,3,1,1,10,0,1,1,21,11
0000000132,梁家榮,ZZZ039,中職,20,73,69,5,11,20,17,3,0,0,23,9,1,3,0,0,3,1,1,0,28,12
0000003537,林政億,ZZZ039,中職,19,74,59,12,5,18,12,5,1,0,25,10,1,0,0,2,12,0,1,1,12,21
0000003048,葉竹軒,ZZZ039,中職,19,78,63,4,16,17,14,3,0,0,20,14,4,2,1,1,11,0,2,0,16,18
0000003435,張淯虎,ZZZ039,中職,19,59,53,4,3,12,10,2,0,0,14,17,1,2,1,1,4,0,0,0,12,14
0000003514,蔡明覺,ZZZ039,中職,18,47,47,3,0,12,12,0,0,0,12,9,0,2,0,0,0,0,0,1,12,14
0000003275,朱元勤,ZZZ039,中職,17,57,48,10,9,14,9,1,3,1,24,12,0,2,0,1,7,1,1,0,13,10
0000003617,陽冠威,ZZZ039,中職,16,40,37,3,3,8,7,1,0,0,9,12,2,0,0,0,2,0,1,1,7,10
0000003239,藍少白,ZZZ039,中職,14,36,32,3,2,8,7,1,0,0,9,4,0,1,0,0,3,0,1,2,12,8
0000003618,王峻杰,ZZZ039,中職,13,34,30,3,2,7,5,2,0,0,9,3,0,0,1,0,3,0,0,0,13,8
0000000734,陳弘桂,ZZZ039,中職,13,32,27,3,5,6,5,1,0,0,7,9,1,1,0,0,4,0,1,0,6,6
0000003232,李家駒,ZZZ039,中職,13,22,14,0,6,1,1,0,0,0,1,5,0,0,1,0,3,0,4,0,4,5
0000003190,藍少文,ZZZ039,中職,12,15,14,0,2,1,1,0,0,0,1,4,0,1,0,0,1,0,0,0,7,2
0000003548,黃鈞聲,ZZZ039,中職,10,20,17,2,3,3,3,0,0,0,3,3,0,1,0,0,2,0,1,0,4,7
0000003289,許躍騰,ZZZ039,中職,9,17,15,1,2,2,2,0,0,0,2,6,0,0,0,0,1,0,1,0,3,4
0000003207,沈福仁,ZZZ039,中職,5,11,11,3,1,3,2,1,0,0,4,1,0,0,0,0,0,0,0,0,6,1
0000003556,王寶篁,ZZZ039,中職,5,10,10,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,5,2
0000002132,米西亞,ZZZ027,多明尼加,21,84,78,8,7,22,17,4,1,0,28,12,0,5,0,1,5,1,0,0,25,20
0000002204,詹姆士,ZZZ027,多明尼加,21,84,79,5,11,19,17,2,0,0,21,15,2,1,1,1,3,0,0,4,22,25
0000002205,康特雷拉斯伊凡,ZZZ027,多明尼加,20,84,73,7,9,18,15,3,0,0,21,19,3,3,1,1,8,0,1,1,26,12
0000002210,特力尼德,ZZZ027,多明尼加,20,68,56,7,7,13,12,1,0,0,14,14,3,1,0,1,11,0,0,1,13,17
0000002206,里厚,ZZZ027,多明尼加,19,63,62,5,2,18,17,1,0,0,19,18,0,1,1,0,0,0,0,0,16,11
0000002136,迪亞茲,ZZZ027,多明尼加,19,68,62,7,6,16,11,3,1,1,24,12,0,1,1,0,5,0,0,1,28,7
0000002207,卡米內洛,ZZZ027,多明尼加,18,71,68,8,8,24,18,6,0,0,30,10,2,0,0,0,2,0,1,1,20,14
0000002209,桑切斯,ZZZ027,多明尼加,17,63,60,4,6,14,11,3,0,0,17,9,0,1,0,0,3,1,0,0,19,18
0000002203,奎瓦思,ZZZ027,多明尼加,15,49,46,3,5,11,6,4,1,0,17,8,1,1,0,0,2,0,1,2,16,11
0000002211,卡斯塔諾,ZZZ027,多明尼加,15,44,38,3,2,6,5,1,0,0,7,12,0,1,3,1,1,0,1,0,12,12
0000002134,羅傑斯,ZZZ027,多明尼加,14,52,48,3,2,13,11,1,1,0,16,16,0,0,1,0,3,0,0,0,14,6
0000002208,哈維爾,ZZZ027,多明尼加,14,35,31,2,5,5,5,0,0,0,5,12,0,1,1,0,3,0,0,1,9,6
