ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000005901,中野拓夢,ZZZ083,社會人,17,73,70,9,10,26,19,5,1,1,36,11,3,0,0,0,2,0,1,3,18,15
0000005892,向山基生,ZZZ083,社會人,17,70,54,7,12,17,9,5,1,2,30,8,4,1,3,1,9,0,3,2,19,14
0000005890,吉田叡生,ZZZ083,社會人,17,70,53,9,9,11,6,3,0,2,20,5,0,2,0,1,15,1,1,0,22,16
0000005887,望月直也,ZZZ083,社會人,16,55,47,10,6,14,9,2,1,2,24,12,0,0,2,2,4,0,0,1,14,11
0000005899,矢野幸耶,ZZZ083,社會人,16,43,35,3,4,6,4,2,0,0,8,11,1,2,3,1,4,1,0,1,15,7
0000005888,古田塁,ZZZ083,社會人,14,34,28,1,4,6,3,2,0,1,11,7,0,1,0,0,4,0,2,0,6,9
0000005884,辻本勇樹,ZZZ083,社會人,11,33,27,2,3,4,1,1,1,1,10,12,2,0,1,0,4,0,1,1,8,4
0000005889,石黒凌,ZZZ083,社會人,10,38,34,5,7,13,9,2,1,1,20,5,0,1,0,0,2,0,2,1,10,6
0000002838,北村祥治,ZZZ083,社會人,10,38,26,2,6,9,6,3,0,0,12,4,0,0,2,0,7,0,3,0,6,9
0000005893,神鳥猛流,ZZZ083,社會人,10,29,28,1,4,7,7,0,0,0,7,9,0,0,0,0,1,0,0,0,5,7
0000005895,八坂健司,ZZZ083,社會人,10,31,31,4,3,7,5,1,0,1,11,5,0,0,0,0,0,0,0,1,12,7
0000004687,渡辺和哉,ZZZ083,社會人,10,24,21,7,3,4,3,0,0,1,7,6,1,0,0,2,0,0,1,0,7,6
0000005886,百目鬼浩太,ZZZ083,社會人,9,12,10,2,3,2,1,0,0,1,5,5,0,0,0,1,1,0,0,1,3,1
0000004694,佐藤竜彦,ZZZ083,社會人,7,35,32,5,8,14,11,2,1,0,18,8,0,0,0,0,3,0,0,0,6,4
0000005891,長澤壮徒,ZZZ083,社會人,7,22,22,3,3,6,4,1,0,1,10,4,0,1,0,0,0,0,0,0,8,4
0000005883,東海林寛大,ZZZ083,社會人,6,8,8,0,2,3,3,0,0,0,3,2,0,0,0,0,0,0,0,1,3,0
0000005894,逢澤峻介,ZZZ083,社會人,6,24,18,4,5,6,4,2,0,0,8,5,1,0,1,1,4,0,0,0,3,6
0000005900,沓掛祥和,ZZZ083,社會人,5,17,17,1,1,5,2,3,0,0,8,4,0,2,0,0,0,0,0,0,5,3
0000005882,田畑瑛仁,ZZZ083,社會人,3,6,5,1,1,2,2,0,0,0,2,2,0,0,0,0,1,1,0,0,1,0
