ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000002792,石崎剛,ZZZ081,日職西,12,0,12,0,0,0,0,0,5,0,12.1,45,198,4,0,5,0,0,20,1,0,0,0,7,9
0000002788,児玉龍也,ZZZ081,日職西,10,0,10,0,0,0,0,0,0,3,11.1,51,185,11,0,11,0,1,7,0,0,2,0,18,3
0000002786,島袋洋奨,ZZZ081,日職西,8,3,5,0,0,0,3,0,1,0,16.1,74,301,22,2,3,0,0,17,0,0,12,4,20,12
0000002796,小野郁,ZZZ081,日職西,7,0,7,0,0,0,1,0,0,0,8.2,35,129,6,0,3,0,0,6,0,0,0,0,11,9
0000002787,齋藤誠哉,ZZZ081,日職西,6,0,6,0,0,0,0,0,0,2,8.0,45,176,11,2,9,0,1,4,1,0,11,8,10,10
0000002793,青柳晃洋,ZZZ081,日職西,6,3,3,0,0,0,3,0,1,0,18.2,78,313,15,1,7,0,1,20,2,0,4,3,20,15
0000002794,青山大紀,ZZZ081,日職西,6,1,5,0,0,0,3,0,0,0,18.1,68,242,14,0,3,0,1,11,0,0,1,0,19,20
0000002789,鈴木翔太,ZZZ081,日職西,5,3,2,0,0,0,3,1,0,0,19.0,79,270,14,0,6,0,1,18,1,0,7,5,23,17
0000002795,齋藤綱記,ZZZ081,日職西,5,3,2,0,0,0,1,0,0,1,18.0,82,272,26,5,4,0,0,9,1,0,14,14,25,18
0000002791,横山雄哉,ZZZ081,日職西,5,3,2,0,0,0,1,1,0,0,16.1,66,297,11,6,7,0,0,14,0,0,10,10,15,19
0000002790,野村亮介,ZZZ081,日職西,4,2,2,0,0,0,1,0,0,0,15.0,68,240,20,1,2,0,1,14,0,0,6,6,24,7
0000002770,福地元春,ZZZ080,日職東,11,0,11,0,0,0,3,0,0,0,13.0,60,234,16,0,8,0,2,13,0,0,7,4,10,10
0000002765,篠原慎平,ZZZ080,日職東,10,0,10,0,0,0,0,0,1,0,14.2,57,229,9,0,5,0,0,24,0,0,1,1,12,7
0000002763,桜井俊貴,ZZZ080,日職東,7,1,6,0,0,0,1,0,1,0,14.0,51,215,8,0,2,0,0,18,0,0,2,2,11,12
0000002766,古川侑利,ZZZ080,日職東,7,3,4,0,0,0,1,1,0,4,22.0,84,315,14,2,3,0,1,26,0,0,5,3,27,13
0000002772,岩橋慶侍,ZZZ080,日職東,7,0,7,0,0,0,1,1,1,0,9.0,36,143,7,0,2,0,1,9,1,1,3,3,6,11
0000002768,原嵩,ZZZ080,日職東,6,1,5,0,0,0,0,0,0,1,12.1,62,252,15,0,9,0,1,14,1,0,7,4,12,11
0000002764,與那原大剛,ZZZ080,日職東,6,2,4,0,0,0,0,1,0,0,17.0,76,282,25,3,2,0,2,10,1,0,15,14,24,13
0000002767,成田翔,ZZZ080,日職東,5,2,3,0,0,0,1,0,0,0,11.0,54,217,13,0,7,0,1,19,4,1,9,8,4,10
0000004010,宮國椋丞,ZZZ080,日職東,4,4,0,0,0,0,1,2,0,0,20.0,86,318,22,3,3,0,2,15,1,0,11,7,33,11
0000002771,原樹理,ZZZ080,日職東,4,3,1,0,0,0,1,1,0,0,16.0,67,276,13,2,7,0,0,9,2,0,7,5,23,15
0000002769,熊原健人,ZZZ080,日職東,2,2,0,0,0,0,0,0,0,0,10.0,44,149,7,0,9,0,1,7,2,1,6,6,11,9
0000002315,洪廷玗,ZZZ041,韓職,11,1,10,0,0,0,2,0,0,1,18.0,64,249,11,1,2,0,0,16,0,1,3,2,15,20
0000002324,鄭在源,ZZZ041,韓職,9,0,9,0,0,0,1,2,0,2,10.1,48,181,13,1,3,0,2,7,1,0,8,5,17,6
0000002320,卞珍洙,ZZZ041,韓職,9,0,9,0,0,0,0,0,2,0,11.0,46,169,13,0,1,0,0,10,0,0,1,0,15,7
0000002313,李允學,ZZZ041,韓職,6,2,4,0,0,0,0,0,0,0,17.0,63,226,9,1,4,0,1,9,0,0,3,3,22,18
0000002317,李宗錫,ZZZ041,韓職,6,0,6,0,0,0,0,0,0,0,9.2,45,166,13,1,2,0,0,9,3,0,10,8,10,11
0000002316,李相旼,ZZZ041,韓職,5,0,5,0,0,0,0,0,0,3,2.2,12,42,2,1,1,0,0,2,0,0,1,1,3,4
0000002321,朴正洙,ZZZ041,韓職,5,0,5,0,0,0,1,1,0,0,5.2,30,133,6,0,8,1,0,4,3,0,7,7,8,4
0000002319,李仁馥,ZZZ041,韓職,5,4,1,0,0,0,3,1,0,1,21.2,103,387,30,0,9,0,1,13,1,1,17,14,36,14
0000002323,尹秀鎬,ZZZ041,韓職,5,2,3,0,0,0,0,0,0,0,14.0,66,266,15,0,10,0,1,13,2,0,9,7,20,7
0000002326,李渶宰,ZZZ041,韓職,4,3,1,0,0,0,0,0,0,0,13.2,64,216,18,2,7,0,0,12,2,0,8,6,17,10
0000002318,金東峻,ZZZ041,韓職,4,3,1,0,0,0,1,1,0,0,18.1,77,286,19,0,9,0,0,14,0,0,10,10,12,23
0000002322,張珉翼,ZZZ041,韓職,3,3,0,0,0,0,1,2,0,0,9.0,48,180,13,0,8,0,1,7,1,1,10,7,8,11
0000002325,金起賢,ZZZ041,韓職,3,0,3,0,0,0,0,0,0,0,3.0,16,52,5,1,2,0,0,1,0,0,3,3,4,4
0000002314,沈揆範,ZZZ041,韓職,3,0,3,0,0,0,0,0,0,0,6.0,29,91,8,0,3,0,0,3,0,0,3,2,11,4
0000002279,吳俊杰,ZZZ048,中華,11,0,11,0,0,0,0,0,2,4,9.1,41,174,9,0,4,0,0,15,2,0,4,4,5,8
0000002347,王尉永,ZZZ048,中華,9,0,9,0,0,0,2,2,0,0,10.1,47,187,4,0,14,0,0,5,5,0,7,7,15,8
0000002277,吳丞哲,ZZZ048,中華,9,0,9,0,0,0,0,0,0,5,9.1,35,124,6,0,0,0,1,4,1,0,1,0,16,8
0000002272,賴智垣,ZZZ048,中華,8,0,8,0,0,0,0,0,0,2,9.1,37,143,8,0,3,0,1,6,1,0,2,2,6,13
0000003639,呂彥青,ZZZ048,中華,7,0,7,0,0,0,0,1,2,0,5.2,25,101,5,2,2,0,0,8,0,0,6,4,4,6
0000002341,許凱翔,ZZZ048,中華,7,1,6,0,0,0,0,0,0,5,14.1,51,210,11,0,3,0,0,13,2,0,1,1,12,12
0000002343,林瑋滐,ZZZ048,中華,6,1,5,0,0,0,0,1,0,1,6.1,34,130,5,0,10,0,2,3,1,0,9,9,7,7
0000002342,吳冠宇,ZZZ048,中華,5,0,5,0,0,0,0,0,0,0,4.0,26,93,6,0,9,0,0,1,3,1,5,5,8,2
0000002271,黃恩賜,ZZZ048,中華,5,3,2,0,0,0,0,2,0,1,14.2,77,280,23,2,9,0,2,14,1,1,19,17,19,10
0000002281,廖乙忠,ZZZ048,中華,5,2,3,0,0,0,1,1,0,1,11.0,49,214,9,1,11,0,0,6,3,0,6,6,12,11
0000002348,施子謙,ZZZ048,中華,4,3,1,0,0,0,1,0,0,1,16.1,67,251,15,2,6,0,1,9,0,0,7,5,22,14
0000002276,鄭鈞仁,ZZZ048,中華,4,1,3,0,0,0,0,0,0,2,7.0,32,129,8,1,6,0,0,5,1,0,6,5,8,5
0000002275,林安可,ZZZ048,中華,4,3,1,0,0,0,1,0,0,0,11.1,53,218,11,2,8,0,3,15,2,0,6,6,8,8
0000002274,黃子鵬,ZZZ048,中華,3,0,3,0,0,0,0,1,0,0,3.0,14,68,4,0,3,0,0,2,0,0,3,3,3,2
0000002273,曾琦,ZZZ048,中華,3,2,1,0,0,0,0,0,0,1,10.0,43,147,7,1,7,0,3,6,0,0,5,5,10,10
0000001186,王翔鷹,ZZZ048,中華,3,0,3,0,0,0,0,0,0,0,1.2,13,45,3,0,2,0,0,1,0,0,6,3,5,2
0000002340,許吉仁,ZZZ048,中華,2,0,2,0,0,0,1,0,0,0,1.0,5,15,2,0,0,0,0,0,0,0,2,2,2,1
0000001472,森榮鴻,ZZZ048,中華,2,1,1,0,0,0,0,0,0,0,2.2,15,46,7,0,0,0,1,1,0,0,4,4,2,4
0000002344,張竣凱,ZZZ048,中華,2,0,2,0,0,0,0,0,0,1,3.2,15,54,2,0,0,0,2,3,0,1,2,1,5,3
0000002345,鄭浩均,ZZZ048,中華,2,1,1,0,0,0,0,0,0,0,3.2,18,61,2,0,4,0,2,2,0,0,5,5,3,5
0000002346,張朝盛,ZZZ048,中華,2,0,2,0,0,0,0,0,0,0,1.1,12,53,2,0,5,0,1,1,0,0,5,4,2,1
0000002383,鍾博臣,ZZZ048,中華,1,0,1,0,0,0,0,0,0,0,0.0,2,10,0,0,2,0,0,0,0,0,0,0,0,0
0000002370,瓦也克,ZZZ047,歐洲,7,0,7,0,0,0,0,2,0,0,9.2,47,180,12,1,7,0,0,9,0,0,8,7,15,4
0000002360,克利門特,ZZZ047,歐洲,6,0,6,0,0,0,1,0,0,1,10.2,50,186,9,1,11,0,1,8,1,0,10,9,17,4
0000002249,凡巴尼,ZZZ047,歐洲,6,0,6,0,0,0,0,1,0,0,13.1,73,253,21,2,5,0,2,11,5,0,20,14,17,17
0000002267,舒爾特,ZZZ047,歐洲,6,0,6,0,0,0,0,1,0,0,7.0,37,132,13,1,6,0,0,2,1,0,9,9,9,7
0000002363,哈克森,ZZZ047,歐洲,6,0,6,0,0,0,0,0,0,1,10.0,47,186,13,0,5,0,1,10,2,0,8,8,7,11
0000002368,史瑞卡,ZZZ047,歐洲,5,1,4,0,0,0,0,1,0,1,12.0,55,250,8,0,16,0,0,12,1,1,12,2,11,8
0000002366,普福,ZZZ047,歐洲,5,1,4,0,0,0,1,0,0,1,12.0,51,191,8,1,5,0,1,5,4,0,3,2,17,15
0000002365,普瑞茲,ZZZ047,歐洲,5,0,5,0,0,0,0,0,1,0,8.0,34,118,8,1,5,0,0,5,1,0,3,3,9,7
0000002358,夏歐拉,ZZZ047,歐洲,4,0,4,0,0,0,1,0,0,0,9.2,48,193,11,2,10,0,0,6,1,1,10,9,11,10
0000002262,歐贊尼契,ZZZ047,歐洲,4,4,0,0,0,0,0,1,0,0,14.1,66,218,22,3,5,0,0,10,0,0,14,14,15,14
0000002362,哈貝克,ZZZ047,歐洲,4,4,0,0,0,0,1,1,0,0,12.0,54,207,16,1,3,0,1,13,2,0,10,9,11,10
0000002361,高佛利,ZZZ047,歐洲,4,0,4,0,0,0,0,0,0,1,7.0,35,133,9,2,4,0,0,4,1,0,8,7,10,8
0000002367,艾瓦茲,ZZZ047,歐洲,4,4,0,0,0,0,0,2,0,0,13.1,70,247,22,2,6,0,2,9,3,2,20,17,19,12
0000002359,克利門西亞,ZZZ047,歐洲,3,3,0,0,0,0,0,3,0,0,6.2,43,190,9,1,14,0,2,5,1,0,16,14,5,8
0000002364,伊斯莫,ZZZ047,歐洲,1,0,1,0,0,0,0,0,0,0,0.2,5,18,1,0,3,0,0,0,1,0,1,1,1,0
0000001257,鄭佳銘,ZZZ039,中職,11,0,11,0,0,0,1,0,0,0,9.1,48,186,12,1,5,0,0,12,6,2,10,7,15,4
0000001349,周磊,ZZZ039,中職,11,0,11,0,0,0,0,1,1,0,9.1,38,154,7,0,3,0,0,7,0,0,4,1,13,8
0000000355,彭世杰,ZZZ039,中職,9,0,9,0,0,0,0,1,0,1,8.0,40,154,5,0,9,0,1,11,1,0,6,2,5,9
0000000761,潘韋辰,ZZZ039,中職,8,0,8,0,0,0,0,0,0,0,6.0,33,121,13,1,5,0,0,3,1,0,12,10,5,7
0000000760,張凱倫,ZZZ039,中職,8,0,8,0,0,0,0,0,0,0,7.0,45,167,13,0,7,0,3,3,1,0,9,8,13,6
0000000937,林威志,ZZZ039,中職,8,0,8,0,0,0,0,0,0,0,9.2,44,153,12,1,3,0,0,6,0,0,6,6,17,6
