ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000007108,佐藤亜蓮,ZZZ083,社會人,9,2,7,0,0,0,3,1,0,0,18.2,82,345,19,1,6,0,1,25,1,0,13,12,19,12
0000007109,鷲尾昂哉,ZZZ083,社會人,9,1,8,0,0,0,1,0,0,4,20.0,81,336,17,0,6,0,0,20,0,0,6,5,18,20
0000007116,佐藤廉,ZZZ083,社會人,8,2,6,0,0,0,2,0,0,2,20.0,86,334,26,0,4,0,1,15,1,0,5,5,24,16
0000007113,森圭名,ZZZ083,社會人,7,2,5,0,0,0,1,1,1,1,17.0,73,257,22,0,6,0,0,12,2,0,9,7,18,15
0000007110,高橋佑樹,ZZZ083,社會人,7,3,4,0,0,0,3,0,0,1,21.0,83,334,16,1,7,0,0,12,0,1,6,5,31,17
0000007117,髙橋佑輔,ZZZ083,社會人,6,1,5,0,0,0,0,1,0,0,12.0,54,203,11,1,7,0,0,7,1,0,12,4,20,9
0000007112,西村王雅,ZZZ083,社會人,6,0,6,0,0,0,0,1,0,1,10.1,40,155,7,0,4,0,1,7,0,0,4,4,8,13
0000007105,柳橋巧人,ZZZ083,社會人,5,0,5,0,0,0,0,0,2,0,8.0,30,140,6,0,2,0,0,7,1,0,1,1,4,11
0000007107,江村伊吹,ZZZ083,社會人,4,3,1,0,0,0,1,0,0,0,14.0,53,202,8,0,5,0,0,15,0,1,1,1,19,6
0000007115,平元銀次郎,ZZZ083,社會人,3,3,0,0,0,0,0,1,0,0,15.0,60,246,15,1,1,0,1,17,0,0,4,4,14,11
0000007118,近藤壱来,ZZZ083,社會人,3,2,1,0,0,0,2,0,0,0,13.0,54,209,13,1,6,0,0,14,1,0,5,5,13,8
0000006767,許育銘,AKP011,台鋼,9,0,9,0,0,0,1,1,0,3,8.0,38,152,11,0,3,0,1,8,0,0,7,6,5,10
0000006949,林詩翔,AKP011,台鋼,8,0,8,0,0,0,0,0,5,0,8.1,35,125,7,0,1,0,1,10,1,0,2,2,8,8
0000006922,黃紹睿,AKP011,台鋼,5,0,5,0,0,0,0,0,0,0,6.0,29,119,8,2,3,0,1,4,1,0,6,6,6,7
0000002344,張竣凱,AKP011,台鋼,5,0,5,0,0,0,1,0,0,2,5.0,20,86,1,0,4,0,2,2,1,2,0,0,3,8
