ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,BS,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
004637,劉軒荅,z25,中職聯隊,3,3,0,0,0,0,1,1,0,0,0,10.2,48,184,13,2,6,0,0,9,0,0,10,6,0,0
H498,林逸翔,z25,中職聯隊,3,3,0,0,0,0,1,2,0,0,0,11.1,51,209,14,0,5,0,0,13,0,0,7,7,0,0
B0J1,林政賢,z25,中職聯隊,4,3,1,0,0,0,0,2,0,0,0,13.1,66,264,16,1,10,0,1,9,0,0,11,11,0,0
004646,翁瑋均,z25,中職聯隊,5,2,3,0,0,0,1,0,0,0,1,12.0,52,198,12,0,4,0,2,5,0,0,5,5,0,0
A0F1,葉家淇,z25,中職聯隊,5,4,1,0,0,0,3,0,0,0,0,25.2,103,438,18,0,7,0,3,27,0,0,6,5,0,0
B0K0,陳仕朋,z25,中職聯隊,5,3,2,0,0,0,1,0,0,0,0,17.2,82,313,18,1,9,1,2,11,0,0,10,9,0,0
H046,林威志,z25,中職聯隊,5,0,5,0,0,0,0,0,0,0,1,7.0,28,89,7,1,0,0,0,4,1,0,3,2,0,0
H468,鄭佳彥,z25,中職聯隊,6,0,6,0,0,0,0,0,0,0,1,6.2,32,108,11,1,4,0,1,0,1,0,7,7,0,0
B0K5,游霆崴,z25,中職聯隊,7,0,7,0,0,0,0,1,0,0,0,11.0,45,161,9,1,3,0,0,7,0,0,5,3,0,0
004625,吳俊偉,z25,中職聯隊,8,0,8,0,0,0,1,1,0,1,2,6.2,36,137,10,0,7,0,0,3,0,0,6,3,0,0
E0N1,王鴻程,z25,中職聯隊,8,0,8,0,0,0,0,0,3,0,0,7.0,32,114,3,0,7,1,1,5,2,0,2,2,0,0
k432,王玉譜,z25,中職聯隊,8,1,7,0,0,0,0,1,1,0,2,13.0,54,197,13,0,3,0,1,11,1,0,4,3,0,0
004635,江國謙,z25,中職聯隊,10,0,10,0,0,0,0,0,0,0,2,14.1,63,237,13,1,5,0,1,7,1,0,2,2,0,0
004628,歐書誠,z25,中職聯隊,11,0,11,0,0,0,2,0,1,0,0,10.1,40,135,10,0,1,0,0,5,0,0,1,1,0,0
004659,金太現,z27,韓職聯隊,3,3,0,0,0,0,1,0,0,0,0,13.2,61,229,16,2,6,0,0,11,3,0,8,8,0,0
004657,金振虎,z27,韓職聯隊,4,0,4,0,0,0,0,0,0,0,0,4.1,20,75,4,0,2,0,0,5,3,0,2,1,0,0
004661,崔地光,z27,韓職聯隊,4,3,1,0,0,0,0,2,0,0,0,12.2,68,283,19,0,12,0,0,9,2,0,14,13,0,0
004663,金範洙,z27,韓職聯隊,4,4,0,0,0,0,1,3,0,0,0,19.2,84,291,15,2,10,1,0,19,3,0,13,12,0,0
004654,全龍勳,z27,韓職聯隊,5,1,4,0,0,0,0,0,0,0,0,14.0,64,271,15,1,11,0,2,7,0,0,11,11,0,0
004655,金成漢,z27,韓職聯隊,5,3,2,0,0,0,0,2,0,0,0,12.1,58,246,13,2,11,0,0,10,1,0,13,12,0,0
004658,趙丙旭,z27,韓職聯隊,5,2,3,0,0,0,0,1,0,0,0,16.0,74,250,27,3,3,0,0,6,0,0,14,12,0,0
004649,韓勝志,z27,韓職聯隊,6,1,5,0,0,0,0,1,0,0,0,9.1,53,187,16,0,10,0,1,3,1,0,16,11,0,0
004650,金泰亨,z27,韓職聯隊,7,0,7,0,0,0,0,0,0,0,0,10.2,58,254,13,0,9,0,2,5,0,0,11,7,0,0
004653,千源奭,z27,韓職聯隊,8,0,8,0,0,0,0,0,0,0,1,17.2,82,290,20,1,11,1,1,7,2,0,9,8,0,0
004660,崔하늘,z27,韓職聯隊,9,1,8,0,0,0,2,1,0,0,4,14.1,57,205,13,0,1,0,0,12,0,0,5,1,0,0
004656,林大韓,z27,韓職聯隊,10,1,9,0,0,0,0,1,5,1,0,8.1,37,152,6,1,5,0,0,9,2,0,8,5,0,0
004662,李榮浚,z27,韓職聯隊,10,0,10,0,0,0,1,0,0,0,4,11.0,42,153,10,0,2,0,1,9,0,0,1,1,0,0
004703,星知弥,z67,日職東軍,3,3,0,0,0,0,2,0,0,0,0,15.0,63,260,12,2,8,0,1,23,1,0,7,7,0,0
004706,橋本篤郎,z67,日職東軍,4,3,1,0,0,0,1,2,0,0,1,19.0,86,334,23,1,4,0,2,21,3,0,10,6,0,0
004709,池田隆英,z67,日職東軍,4,4,0,0,0,0,2,0,0,0,0,26.0,98,365,18,0,3,0,2,32,3,0,5,2,0,0
004711,西口直人,z67,日職東軍,4,3,1,0,0,0,1,0,0,0,1,18.0,71,279,10,1,10,0,1,21,2,0,4,4,0,0
004714,本田圭佑,z67,日職東軍,4,3,1,0,0,0,2,1,0,0,1,21.0,81,321,13,1,4,0,1,21,3,0,4,3,0,0
004705,大江竜聖,z67,日職東軍,7,1,6,0,0,0,2,0,0,0,5,14.0,56,245,10,1,3,0,1,24,0,0,3,3,0,0
004710,渡邊佑樹,z67,日職東軍,7,1,6,0,0,0,2,0,0,1,2,12.2,52,203,12,1,3,0,1,15,2,0,8,8,0,0
004713,田村伊知郎,z67,日職東軍,7,1,6,0,0,0,0,1,0,1,2,12.1,64,256,24,1,5,0,0,12,0,1,17,17,0,0
004707,梅野雄吾,z67,日職東軍,8,0,8,0,0,0,0,0,5,0,0,8.0,30,130,2,0,3,0,0,13,0,0,0,0,0,0
004708,森遼大朗,z67,日職東軍,8,0,8,0,0,0,1,0,0,0,3,11.0,47,208,13,0,4,0,0,12,0,0,4,4,0,0
004712,中塚駿太,z67,日職東軍,10,0,10,0,0,0,1,1,2,0,1,11.0,49,192,14,0,5,0,1,10,0,0,4,2,0,0
004740,浜地真澄,z68,日職西軍,3,3,0,0,0,0,1,0,0,0,0,11.1,47,174,12,0,3,0,0,8,0,0,5,5,0,0
004744,K-鈴木,z68,日職西軍,3,2,1,0,0,0,1,1,0,0,1,15.2,61,229,8,1,6,1,2,14,0,0,3,2,0,0
004739,石井将希,z68,日職西軍,4,1,3,0,0,0,0,1,0,0,0,15.0,77,295,20,0,11,0,0,13,2,0,12,10,0,0
004742,椎野新,z68,日職西軍,4,4,0,0,0,0,0,1,0,0,0,21.2,95,343,23,2,8,0,0,22,0,0,6,6,0,0
004745,榊原翼,z68,日職西軍,4,2,2,0,0,0,0,2,0,0,0,13.2,71,276,23,1,9,0,0,11,6,0,17,15,0,0
