ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000002721,北方悠誠,ZZZ040,日職,12,0,12,0,0,0,0,0,1,0,13.0,57,244,7,0,11,0,0,20,1,0,7,7,13,6
0000002717,柴田章吾,ZZZ040,日職,10,0,10,0,0,0,0,0,0,2,15.0,56,195,6,0,3,0,0,12,1,0,1,1,20,15
0000002713,伊藤祐介,ZZZ040,日職,10,0,10,0,0,0,1,0,1,0,16.0,66,272,13,0,5,0,2,23,2,0,6,4,14,9
0000002718,二神一人,ZZZ040,日職,7,0,7,0,0,0,0,0,2,1,11.0,41,157,7,0,2,0,0,11,0,0,1,1,7,14
0000002095,徳山武陽,ZZZ040,日職,6,2,4,0,0,0,2,0,0,2,16.0,59,209,10,0,3,0,0,18,2,0,3,3,7,21
0000002720,大場達也,ZZZ040,日職,5,0,5,0,0,0,0,0,0,0,6.0,19,80,1,0,0,0,1,10,0,0,0,0,5,2
0000002096,松本竜也,ZZZ040,日職,5,4,1,0,0,0,3,1,0,1,23.1,92,331,9,0,8,0,6,29,0,0,4,4,24,16
0000002722,眞下貴之,ZZZ040,日職,5,3,2,0,0,0,4,0,0,0,18.2,77,321,20,0,5,0,1,15,0,0,7,7,14,22
0000002714,吉本祥二,ZZZ040,日職,5,3,2,0,0,0,1,1,1,0,19.0,86,320,18,0,12,0,2,15,4,0,10,6,26,13
0000002716,濱田達郎,ZZZ040,日職,4,4,0,0,0,0,1,1,0,0,20.0,90,292,17,0,8,0,4,13,3,0,9,4,28,20
0000002715,川崎貴弘,ZZZ040,日職,4,2,2,0,0,0,1,1,0,0,14.0,69,251,20,0,8,0,1,7,2,0,11,10,18,15
0000002719,歳内宏明,ZZZ040,日職,4,4,0,0,0,0,3,1,0,0,21.0,86,289,20,0,7,0,1,14,0,0,12,12,20,24
0000002173,金廷勳,ZZZ041,韓職,12,0,12,0,0,0,0,0,7,1,14.2,54,216,8,0,3,0,1,15,0,0,2,2,14,13
0000002171,催源宰,ZZZ041,韓職,11,0,11,0,0,0,1,0,0,6,11.1,50,172,12,0,3,1,0,6,0,0,4,1,21,8
0000002166,梁訓,ZZZ041,韓職,10,2,8,0,0,0,1,2,0,1,19.0,90,298,29,0,6,0,0,12,3,0,21,13,27,16
0000002169,安星武,ZZZ041,韓職,8,2,6,0,0,0,2,1,0,0,22.2,101,343,25,0,10,0,2,8,1,0,11,10,23,33
0000002167,陳雅各,ZZZ041,韓職,7,5,2,0,0,0,3,2,1,0,31.2,143,509,34,0,17,0,1,30,3,1,12,8,43,18
0000002170,禹炳杰,ZZZ041,韓職,6,4,2,0,0,0,1,0,1,1,25.2,109,403,27,0,4,0,1,14,3,0,6,5,35,28
0000002168,任基準,ZZZ041,韓職,6,5,1,0,0,0,3,1,0,0,32.1,131,484,24,0,11,1,2,38,2,0,12,11,33,23
0000002172,徐眞勇,ZZZ041,韓職,6,1,5,0,0,0,1,0,0,0,8.2,44,189,13,0,8,0,0,12,1,0,8,8,3,8
0000002175,李顯鎬,ZZZ041,韓職,5,3,2,0,0,0,1,2,0,1,22.1,102,383,23,2,7,0,1,21,1,0,14,10,27,23
0000002187,張暎錫,ZZZ041,韓職,3,0,3,0,0,0,0,0,0,0,2.1,13,44,3,0,2,0,1,1,1,0,1,1,2,4
0000002174,洪建喜,ZZZ041,韓職,2,0,2,0,0,0,0,0,0,0,2.1,17,65,7,0,3,1,0,2,0,0,3,3,2,3
0000003620,江承峰,ZZZ039,中職,10,0,10,0,0,0,0,0,0,1,12.0,53,193,13,0,3,0,3,5,0,0,4,4,23,6
0000003175,郭文凱,ZZZ039,中職,8,1,7,0,0,0,0,1,0,1,12.1,56,211,21,0,3,0,1,8,0,0,12,9,9,14
0000003560,邱品睿,ZZZ039,中職,7,1,6,0,0,0,0,1,0,2,13.1,59,212,11,0,8,0,0,4,1,0,6,4,15,21
0000003619,吳明旭,ZZZ039,中職,7,0,7,0,0,0,0,1,1,1,7.1,40,163,15,0,4,0,0,9,2,0,8,4,8,4
0000003181,羅政龍,ZZZ039,中職,6,0,6,0,0,0,0,0,0,0,7.0,32,107,7,0,3,0,2,2,0,0,4,2,12,6
0000003242,陳秉村,ZZZ039,中職,5,0,5,0,0,0,0,0,0,0,5.2,25,89,6,0,1,0,1,2,0,1,2,2,4,11
0000003292,賴鴻誠,ZZZ039,中職,5,3,2,0,0,0,2,1,1,0,21.1,84,330,16,0,7,0,1,23,1,0,5,5,24,13
