ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000003197,李義偉,AHH,中信,84,280,261,28,22,52,36,11,1,4,77,88,1,11,6,1,8,0,4,1,61,61
0000002962,曾家賢,AHH,中信,71,240,201,32,19,48,34,9,1,4,71,55,0,6,0,6,29,0,4,1,53,51
0000004005,黃政琦,AHH,中信,71,248,224,24,20,51,39,10,1,1,66,52,0,1,1,1,21,0,1,0,60,62
0000000014,呂俊雄,AHH,中信,69,183,163,23,16,31,25,3,1,2,42,27,6,2,2,0,15,1,3,1,56,49
0000003199,林錦章,AHH,中信,69,215,193,14,20,36,23,10,0,3,55,43,3,6,4,0,17,0,1,1,52,62
0000003957,王宜民,AHH,中信,69,233,210,19,26,57,48,9,0,0,66,24,3,6,9,0,12,0,2,5,75,54
0000003966,王信民,AHH,中信,68,200,185,17,17,54,44,7,3,0,67,22,3,1,1,1,12,1,1,0,50,60
0000003944,郭岱詠,AHH,中信,67,272,240,31,33,74,50,15,1,8,115,47,2,5,3,0,27,1,2,1,54,65
0000003018,林永坤,AHH,中信,64,183,164,5,29,33,28,5,0,0,38,34,4,3,3,0,8,0,8,1,54,43
0000002615,張家源,AHH,中信,62,195,169,9,26,44,35,7,1,1,56,26,1,2,2,1,19,0,4,1,48,52
0000000847,威納斯W.V,AHH,中信,59,258,228,42,33,82,55,20,0,7,123,19,1,8,0,4,20,4,6,1,66,65
0000003163,康哲瑋,AHH,中信,58,183,161,10,19,40,37,2,1,0,44,18,3,3,13,0,5,0,4,3,62,41
0000004004,卡洛斯C.V,AHH,中信,57,231,209,27,34,57,36,14,1,6,91,45,1,1,0,3,17,0,2,2,46,64
0000003959,陳嘉宏,AHH,中信,55,124,116,12,7,28,17,9,0,2,43,25,0,3,0,1,4,0,3,1,31,33
0000003053,林冠仲,AHH,中信,52,138,120,10,9,25,19,3,3,0,34,25,0,3,3,1,11,1,3,2,43,28
0000000270,楊進雄,AHH,中信,43,47,41,3,3,6,5,0,1,0,8,14,0,0,0,1,5,0,0,1,13,9
0000002963,高俊強,AHH,中信,41,170,149,17,16,39,28,8,1,2,55,27,7,2,0,2,17,0,2,2,49,36
0000004007,亞伯汗A.N,AHH,中信,40,156,138,19,19,37,32,2,0,3,48,27,0,3,0,0,17,2,1,0,33,41
