ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000002945,林宗男,AEG,興農,119,462,410,45,59,100,79,13,5,3,132,77,13,8,15,5,26,0,6,7,118,120
0000000276,張建銘,AEG,興農,115,487,439,55,62,142,114,23,4,1,176,52,2,14,4,5,26,2,13,1,150,100
0000000294,蘇建榮,AEG,興農,115,384,324,43,48,101,86,11,0,4,124,41,5,8,16,2,32,0,10,9,96,88
0000000282,鄭達鴻,AEG,興農,114,497,433,71,64,138,105,26,2,5,183,53,13,5,8,3,48,5,5,9,148,97
0000003225,吳宗峻,AEG,興農,113,380,317,44,42,86,64,16,1,5,119,60,0,10,4,3,40,4,16,4,102,72
0000003144,林益全,AEG,興農,101,415,368,55,56,117,80,29,0,8,170,56,2,8,0,5,40,2,2,2,114,86
0000003239,藍少白,AEG,興農,101,297,258,32,33,60,47,8,2,3,81,43,2,12,11,2,20,0,6,1,102,55
0000000283,余賢明,AEG,興農,101,298,270,19,46,70,55,11,2,2,91,36,11,0,1,1,21,0,5,14,111,54
0000003966,王信民,AEG,興農,92,219,191,24,29,51,40,9,1,1,65,34,0,7,2,3,22,0,1,2,66,43
0000000280,許國隆,AEG,興農,85,283,260,41,21,78,62,12,0,4,102,40,1,9,0,6,16,0,1,0,81,67
0000000246,鄭兆行,AEG,興農,72,213,191,18,22,46,38,7,1,0,55,24,3,6,7,1,13,0,1,1,68,54
0000003336,林琨笙,AEG,興農,71,196,169,16,18,46,38,7,0,1,56,14,0,10,6,1,18,0,2,0,59,51
0000000293,陳志偉,AEG,興農,68,176,165,21,16,39,29,6,3,1,54,31,0,7,2,3,6,0,0,0,49,49
0000003192,方克偉,AEG,興農,59,133,124,11,13,39,29,8,1,1,52,22,0,4,0,1,8,0,0,0,35,29
0000003472,林椲紘,AEG,興農,54,67,64,5,8,12,11,0,0,1,15,13,0,2,1,1,1,0,0,2,20,20
0000003237,陳柏丞,AEG,興農,48,63,57,4,4,14,14,0,0,0,14,5,0,0,4,0,2,0,0,0,27,11
0000002614,施金典,AEG,興農,42,73,68,3,7,17,15,2,0,0,19,10,0,4,2,0,3,0,0,0,26,15
0000000831,鄧蒔陽,AEG,興農,25,61,56,1,7,14,11,3,0,0,17,9,0,2,1,1,3,0,0,2,18,16
0000002601,高國慶,ADD,統一7-ELEVEn,120,530,472,84,74,157,102,29,4,22,260,64,2,14,0,5,48,2,5,2,119,137
0000000486,張泰山,ADD,統一7-ELEVEn,118,505,466,74,58,133,86,31,2,14,210,46,1,29,0,8,25,0,5,1,149,146
0000002599,劉芙豪,ADD,統一7-ELEVEn,117,522,456,57,85,141,104,21,2,14,208,80,23,12,2,5,53,5,6,12,140,100
0000003275,朱元勤,ADD,統一7-ELEVEn,109,344,287,23,44,75,58,12,3,2,99,70,10,3,8,2,31,0,16,5,83,61
0000003899,楊松弦,ADD,統一7-ELEVEn,99,334,299,37,56,86,70,10,4,2,110,26,21,9,4,2,23,0,6,7,103,86
0000003538,林志祥,ADD,統一7-ELEVEn,85,280,241,31,27,69,60,6,2,1,82,31,4,9,10,1,27,0,1,2,96,46
0000002626,潘武雄,ADD,統一7-ELEVEn,83,320,263,49,45,88,61,17,1,9,134,45,8,5,0,2,48,6,7,4,68,64
0000002608,郭岱琦,ADD,統一7-ELEVEn,78,252,225,42,30,60,42,7,1,10,99,51,1,5,0,2,20,1,5,0,56,60
0000002610,高志綱,ADD,統一7-ELEVEn,75,233,197,17,29,51,39,6,3,3,72,23,7,3,10,3,22,0,1,1,64,62
0000003273,周廣勝,ADD,統一7-ELEVEn,74,241,213,22,28,63,58,4,1,0,69,28,1,6,8,2,15,0,3,1,75,49
0000002661,陳鏞基,ADD,統一7-ELEVEn,69,303,268,45,43,84,57,18,2,7,127,38,5,8,1,4,30,0,0,1,57,93
0000003201,郭俊佑,ADD,統一7-ELEVEn,68,205,177,24,27,47,31,9,2,5,75,48,1,4,0,2,20,0,6,2,44,40
0000000515,許聖杰,ADD,統一7-ELEVEn,57,141,132,11,13,38,32,6,0,0,44,24,0,1,1,1,7,0,0,0,42,29
0000002957,涂壯勳,ADD,統一7-ELEVEn,50,118,100,10,16,21,14,7,0,0,28,26,0,1,5,3,9,0,1,0,34,22
0000003906,陳連宏,ADD,統一7-ELEVEn,50,150,136,16,15,36,28,4,1,3,51,18,0,7,0,0,12,2,2,0,40,42
0000002616,陳俊輝,ADD,統一7-ELEVEn,43,114,99,14,8,21,18,3,0,0,24,17,0,3,6,1,3,0,5,0,35,27
0000000784,莊景賀,ADD,統一7-ELEVEn,33,67,60,8,15,17,13,3,1,0,22,12,1,1,1,0,5,0,1,0,16,15
0000003350,劉育辰,ADD,統一7-ELEVEn,31,78,70,10,5,16,11,5,0,0,21,15,0,1,3,1,4,1,0,0,21,19
0000002967,許峰賓,ADD,統一7-ELEVEn,19,31,23,4,4,6,6,0,0,0,6,4,0,0,3,1,3,0,1,0,5,9
0000002947,鄭乃文,ADD,統一7-ELEVEn,7,16,16,0,0,2,2,0,0,0,2,5,0,1,0,0,0,0,0,0,3,6
0000003277,林偉,ADD,統一7-ELEVEn,6,5,5,0,2,2,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,1
0000003190,藍少文,ADD,統一7-ELEVEn,3,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
0000000853,周思齊,ACC,兄弟,120,515,447,88,74,135,87,33,8,7,205,77,5,5,4,11,47,0,6,5,101,145
0000000854,黃仕豪,ACC,兄弟,120,488,440,59,52,132,112,18,1,1,155,52,12,8,13,8,20,0,7,8,142,122
0000003395,張正偉,ACC,兄弟,120,556,484,44,96,170,138,22,10,0,212,64,33,3,6,3,53,0,10,10,145,108
0000003211,王勝偉,ACC,兄弟,116,457,398,38,52,112,93,15,3,1,136,66,7,9,20,2,29,0,8,4,117,105
0000002946,陳江和,ACC,兄弟,115,445,385,49,47,101,80,18,0,3,128,34,2,11,29,8,17,0,6,0,123,135
0000003183,張志豪,ACC,兄弟,106,439,379,59,79,113,79,23,8,3,161,75,21,12,11,3,40,0,6,6,106,88
0000000692,陳智弘,ACC,兄弟,99,269,233,17,30,50,40,8,1,1,63,53,1,4,9,1,15,0,11,1,75,56
0000002950,陳冠任,ACC,兄弟,99,410,375,74,52,125,95,25,2,3,163,30,0,10,2,6,20,3,7,0,128,98
0000000034,張民諺,ACC,兄弟,81,232,212,21,23,58,45,9,2,2,77,53,0,2,2,1,10,1,7,2,59,43
0000000667,彭政閔,ACC,兄弟,80,333,277,55,37,87,65,18,0,4,117,45,6,9,0,8,43,6,5,5,81,72
0000003439,陳威儒,ACC,兄弟,75,169,152,16,16,38,33,4,1,0,44,28,2,3,6,3,7,0,1,0,53,36
0000000476,葉君璋,ACC,兄弟,67,146,124,14,8,22,21,1,0,0,23,18,0,7,13,1,7,0,1,0,63,22
0000000060,石彥緯,ACC,兄弟,48,57,54,6,13,11,8,1,2,0,16,10,2,3,0,0,3,0,0,0,26,7
0000003514,蔡明覺,ACC,兄弟,46,78,68,4,3,14,14,0,0,0,14,9,2,0,4,0,5,0,1,1,29,16
0000003056,簡富智,ACC,兄弟,39,19,15,1,12,2,1,1,0,0,3,3,1,1,1,1,2,0,0,2,5,6
0000003166,楊展旭,ACC,兄弟,23,55,52,5,3,13,12,1,0,0,14,10,0,4,0,0,3,0,0,0,21,8
0000003161,朱偉銘,ACC,兄弟,11,6,6,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,2,0
0000003007,林家緯,ACC,兄弟,8,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1
0000003467,林泓育,AJK,Lamigo,116,496,439,106,78,141,89,28,2,22,239,66,1,15,1,10,40,3,6,0,117,126
0000003305,鍾承佑,AJK,Lamigo,114,496,444,73,64,141,94,29,3,15,221,63,2,8,4,3,37,1,8,8,114,130
0000003343,郭嚴文,AJK,Lamigo,109,464,432,55,57,130,94,28,3,5,179,65,1,11,5,4,20,1,3,3,130,111
0000000041,曾豪駒,AJK,Lamigo,99,347,295,39,43,73,46,19,2,6,114,56,2,11,5,2,39,2,6,2,86,82
0000003468,陳雁風,AJK,Lamigo,96,294,270,30,35,66,63,3,0,0,69,46,2,3,7,0,14,0,3,1,88,70
0000000040,蔡建偉,AJK,Lamigo,94,356,307,40,43,87,60,18,5,4,127,49,3,5,8,2,28,0,11,1,102,71
0000003174,郭永維,AJK,Lamigo,93,358,324,30,49,93,83,9,1,0,104,50,4,7,12,1,17,0,4,1,114,68
0000000045,林智勝,AJK,Lamigo,92,410,375,68,72,126,80,27,1,18,209,72,8,9,0,4,26,2,5,4,78,103
0000000033,石志偉,AJK,Lamigo,86,316,290,39,28,77,64,11,2,0,92,42,1,5,1,2,22,0,1,0,96,77
0000004030,詹智堯,AJK,Lamigo,71,245,211,24,27,56,46,7,2,1,70,30,3,6,3,3,22,2,6,4,77,51
0000002956,黃浩然,AJK,Lamigo,62,181,167,18,14,44,34,7,1,2,59,37,1,6,4,0,9,0,1,2,42,44
0000003345,林智平,AJK,Lamigo,54,166,137,18,27,40,32,4,4,0,52,29,3,4,3,2,21,0,3,1,47,23
0000000064,陳金鋒,AJK,Lamigo,48,183,141,26,36,43,25,12,0,6,73,31,5,3,0,1,38,1,3,0,37,31
0000000250,張家浩,AJK,Lamigo,37,99,79,6,15,15,13,1,1,0,18,11,1,1,5,1,14,0,0,0,28,26
0000003048,葉竹軒,AJK,Lamigo,37,83,68,8,9,11,7,3,0,1,17,21,3,1,1,1,13,0,0,0,17,20
0000003431,謝炫任,AJK,Lamigo,36,76,68,7,13,20,17,3,0,0,23,13,2,1,1,1,5,0,1,1,19,17
0000003537,林政億,AJK,Lamigo,33,79,67,4,13,17,12,3,1,1,25,20,0,0,1,0,9,0,2,0,18,12
0000003540,黃淯暟,AJK,Lamigo,17,46,42,4,1,6,3,3,0,0,9,13,0,2,1,0,3,0,0,0,12,11
0000003170,王湘嵐,AJK,Lamigo,7,14,14,1,1,1,0,1,0,0,2,6,0,0,0,0,0,0,0,0,3,4
0000003008,劉家豪,AJK,Lamigo,4,7,7,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2
0000000717,黃志祥,AJK,Lamigo,3,7,6,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2
0000003546,溫元川,AJK,Lamigo,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
