ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000000009,王俊文,AJJ,第一,C,1,2,2,0,0,0,0,0,0,0
0000000008,陳昭穎,AJJ,第一,C,53,218,181,36,1,3,0,5,28,26
0000000007,陳峰民,AJJ,第一,C,79,458,397,52,9,4,0,5,37,74
0000000014,呂俊雄,AJJ,第一,1B,4,13,13,0,0,2,0,0,0,0
0000000013,郭昌庭,AJJ,第一,1B,1,8,8,0,0,1,0,0,0,0
0000000012,潘忠韋,AJJ,第一,1B,43,392,356,27,9,30,0,0,0,0
0000000011,蔡泓澤,AJJ,第一,1B,62,593,546,40,7,49,0,0,0,0
0000000010,葉成龍,AJJ,第一,1B,3,12,12,0,0,1,0,0,0,0
0000002525,周森毅,AJJ,第一,2B,86,449,204,236,9,54,0,0,0,0
0000000477,法蘭克M.F,AJJ,第一,2B,6,22,8,14,0,3,0,0,0,0
0000000023,馬丁A.M,AJJ,第一,2B,3,11,3,6,2,2,0,0,0,0
0000000015,邱新勇,AJJ,第一,2B,13,35,20,13,2,2,0,0,0,0
0000000014,呂俊雄,AJJ,第一,2B,19,76,37,36,3,5,0,0,0,0
0000002525,周森毅,AJJ,第一,3B,12,7,3,4,0,0,0,0,0,0
0000000015,邱新勇,AJJ,第一,3B,1,0,0,0,0,0,0,0,0,0
0000000013,郭昌庭,AJJ,第一,3B,73,196,31,146,19,17,0,0,0,0
0000000012,潘忠韋,AJJ,第一,3B,2,0,0,0,0,0,0,0,0,0
0000000010,葉成龍,AJJ,第一,3B,50,108,25,74,9,5,0,0,0,0
0000002525,周森毅,AJJ,第一,SS,22,86,22,59,5,4,0,0,0,0
0000000030,林建宏,AJJ,第一,SS,45,198,65,122,11,20,0,0,0,0
0000000022,歐斯納R.O,AJJ,第一,SS,27,143,51,81,11,17,0,0,0,0
0000000015,邱新勇,AJJ,第一,SS,46,115,32,78,5,15,0,0,0,0
0000000013,郭昌庭,AJJ,第一,SS,1,1,1,0,0,0,0,0,0,0
0000003735,陳該發,AJJ,第一,LF,28,32,29,1,2,0,0,0,0,0
0000000019,許堯淵,AJJ,第一,LF,11,8,5,1,2,0,0,0,0,0
0000000018,李以寶,AJJ,第一,LF,6,0,0,0,0,0,0,0,0,0
0000000017,陳志明,AJJ,第一,LF,9,5,5,0,0,0,0,0,0,0
