ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000000476,葉君璋,AEG,興農,C,85,482,409,65,8,9,0,2,34,76
0000000253,施昭同,AEG,興農,C,9,22,19,3,0,1,0,0,2,4
0000000238,劉忠岳,AEG,興農,C,13,49,38,9,2,0,0,0,5,14
0000003858,闕樹木,AEG,興農,1B,65,509,453,51,5,52,1,0,0,0
0000000494,陳金茂,AEG,興農,1B,34,325,305,16,4,23,0,0,0,0
0000000250,張家浩,AEG,興農,1B,15,89,79,10,0,6,0,0,0,0
0000000246,鄭兆行,AEG,興農,1B,1,2,2,0,0,0,0,0,0,0
0000003858,闕樹木,AEG,興農,2B,1,2,1,0,1,0,0,0,0,0
0000000249,曾華偉,AEG,興農,2B,1,1,1,0,0,0,0,0,0,0
0000000241,陳宗甫,AEG,興農,2B,8,34,13,20,1,3,0,0,0,0
0000000180,黃忠義,AEG,興農,2B,87,486,205,269,12,57,1,0,0,0
0000000486,張泰山,AEG,興農,3B,78,195,51,135,9,8,0,0,0,0
0000000250,張家浩,AEG,興農,3B,7,9,3,6,0,0,0,0,0,0
0000000241,陳宗甫,AEG,興農,3B,20,35,18,15,2,3,1,0,0,0
0000003858,闕樹木,AEG,興農,SS,1,2,1,1,0,1,0,0,0,0
0000000250,張家浩,AEG,興農,SS,13,29,6,20,3,4,0,0,0,0
0000000246,鄭兆行,AEG,興農,SS,87,432,141,268,23,55,0,0,0,0
0000000180,黃忠義,AEG,興農,SS,2,8,2,5,1,1,0,0,0,0
0000003886,胡長豪,AEG,興農,LF,13,14,14,0,0,0,0,0,0,0
0000003851,林鴻遠,AEG,興農,LF,12,15,14,0,1,0,0,0,0,0
0000002475,陳文賓,AEG,興農,LF,2,0,0,0,0,0,0,0,0,0
0000000519,武建州,AEG,興農,LF,24,20,19,1,0,0,0,0,0,0
0000000504,陳炳男,AEG,興農,LF,9,9,8,0,1,0,0,0,0,0
0000000251,高健龍,AEG,興農,LF,4,2,2,0,0,0,0,0,0,0
0000000249,曾華偉,AEG,興農,LF,35,31,30,1,0,0,0,0,0,0
0000000240,羅松永,AEG,興農,LF,57,82,77,0,5,0,0,0,0,0
0000003886,胡長豪,AEG,興農,CF,72,185,181,2,2,1,0,0,0,0
0000000504,陳炳男,AEG,興農,CF,2,3,3,0,0,0,0,0,0,0
0000000251,高健龍,AEG,興農,CF,8,7,7,0,0,0,0,0,0,0
0000000249,曾華偉,AEG,興農,CF,35,46,42,3,1,2,0,0,0,0
0000003851,林鴻遠,AEG,興農,RF,1,0,0,0,0,0,0,0,0,0
0000002475,陳文賓,AEG,興農,RF,83,181,165,11,5,4,0,0,0,0
0000000504,陳炳男,AEG,興農,RF,4,9,7,2,0,1,0,0,0,0
0000000251,高健龍,AEG,興農,RF,4,4,4,0,0,0,0,0,0,0
0000000249,曾華偉,AEG,興農,RF,8,5,5,0,0,0,0,0,0,0
0000000240,羅松永,AEG,興農,RF,8,13,11,0,2,0,0,0,0,0
0000003877,黃清境,AEG,興農,P,20,19,7,12,0,3,0,0,0,0
0000003749,翁豐堉,AEG,興農,P,48,20,8,10,2,0,0,0,0,0
0000000454,陽介仁,AEG,興農,P,33,23,4,17,2,2,0,0,0,0
0000000433,蔡重光,AEG,興農,P,20,8,1,6,1,0,0,0,0,0
0000000252,林朝揚,AEG,興農,P,2,1,0,0,1,0,0,0,0,0
0000000248,郭耀文,AEG,興農,P,4,1,0,1,0,0,0,0,0,0
0000000247,謝光勇,AEG,興農,P,18,9,3,6,0,0,0,0,0,0
0000000210,楓康M.K,AEG,興農,P,33,54,13,39,2,4,0,0,0,0
0000000209,勇壯O.M,AEG,興農,P,43,47,17,29,1,3,0,0,0,0
0000000198,賴有亮,AEG,興農,P,23,21,5,13,3,0,0,0,0,0
0000000639,吳柏勳,ACC,兄弟,C,14,43,36,5,2,0,0,2,2,12
0000000547,陳瑞昌,ACC,兄弟,C,61,354,298,47,9,7,0,2,32,42
0000000528,郭一峰,ACC,兄弟,C,39,172,148,21,3,5,0,3,12,30
0000000237,王崇耀,ACC,兄弟,C,9,19,17,0,2,0,0,1,0,5
0000003798,蔡豐安,ACC,兄弟,1B,67,675,621,51,3,50,0,0,0,0
0000000664,許閔嵐,ACC,兄弟,1B,2,20,19,1,0,2,0,0,0,0
0000000625,洪德芳,ACC,兄弟,1B,19,139,126,10,3,8,0,0,0,0
0000000573,王光輝,ACC,兄弟,1B,17,161,153,5,3,11,0,0,0,0
0000000528,郭一峰,ACC,兄弟,1B,3,8,7,0,1,1,0,0,0,0
