ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
004715,岸田行倫,z67,日職東軍,C,11,54,46,7,1,0,0,0,3,2
004716,松本直樹,z67,日職東軍,C,11,103,94,9,0,4,0,1,6,3
004717,齊藤誠人,z67,日職東軍,C,11,68,62,5,1,0,0,1,1,5
004704,山田大樹,z67,日職東軍,1B,2,19,18,0,1,1,0,0,0,0
004719,北村拓己,z67,日職東軍,1B,3,10,9,1,0,1,0,0,0,0
004722,安田尚憲,z67,日職東軍,1B,4,34,33,1,0,1,0,0,0,0
004721,村上宗隆,z67,日職東軍,1B,7,46,42,4,0,8,0,0,0,0
004723,岩見雅紀,z67,日職東軍,1B,10,51,47,4,0,2,0,0,0,0
004718,湯浅大,z67,日職東軍,2B,9,26,9,17,0,4,0,0,0,0
004720,宮本丈,z67,日職東軍,2B,16,56,20,34,2,7,0,0,0,0
004720,宮本丈,z67,日職東軍,3B,1,0,0,0,0,0,0,0,0,0
004719,北村拓己,z67,日職東軍,3B,3,4,1,3,0,1,0,0,0,0
004722,安田尚憲,z67,日職東軍,3B,10,21,1,18,2,1,0,0,0,0
004721,村上宗隆,z67,日職東軍,3B,11,23,6,15,2,2,0,0,0,0
004718,湯浅大,z67,日職東軍,SS,13,22,8,13,1,4,0,0,0,0
004719,北村拓己,z67,日職東軍,SS,13,44,13,28,3,7,0,0,0,0
004764,笠井駿,z67,日職東軍,LF,1,1,1,0,0,0,0,0,0,0
004727,愛斗,z67,日職東軍,LF,2,0,0,0,0,0,0,0,0,0
004725,塩見泰隆,z67,日職東軍,LF,3,2,2,0,0,0,0,0,0,0
004723,岩見雅紀,z67,日職東軍,LF,4,6,5,1,0,0,0,0,0,0
004726,和田康士朗,z67,日職東軍,LF,4,5,4,1,0,0,0,0,0,0
004704,山田大樹,z67,日職東軍,LF,5,6,5,1,0,0,0,0,0,0
004724,加藤脩平,z67,日職東軍,LF,5,6,6,0,0,0,0,0,0,0
004764,笠井駿,z67,日職東軍,CF,1,4,4,0,0,0,0,0,0,0
004727,愛斗,z67,日職東軍,CF,2,1,1,0,0,0,0,0,0,0
004724,加藤脩平,z67,日職東軍,CF,4,3,3,0,0,0,0,0,0,0
004726,和田康士朗,z67,日職東軍,CF,6,10,10,0,0,0,0,0,0,0
004725,塩見泰隆,z67,日職東軍,CF,8,15,14,0,1,0,0,0,0,0
004764,笠井駿,z67,日職東軍,RF,1,1,1,0,0,0,0,0,0,0
004727,愛斗,z67,日職東軍,RF,3,4,3,1,0,0,0,0,0,0
004725,塩見泰隆,z67,日職東軍,RF,5,6,5,0,1,0,0,0,0,0
004726,和田康士朗,z67,日職東軍,RF,7,15,14,0,1,0,0,0,0,0
004724,加藤脩平,z67,日職東軍,RF,8,10,10,0,0,0,0,0,0,0
004703,星知弥,z67,日職東軍,P,3,3,2,1,0,1,0,0,0,0
004706,橋本篤郎,z67,日職東軍,P,4,6,1,5,0,0,0,0,0,0
004709,池田隆英,z67,日職東軍,P,4,3,0,3,0,0,0,0,0,0
004711,西口直人,z67,日職東軍,P,4,4,2,2,0,0,0,0,0,0
004714,本田圭佑,z67,日職東軍,P,4,4,1,3,0,0,0,0,0,0
004705,大江竜聖,z67,日職東軍,P,7,1,0,1,0,0,0,0,0,0
