ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000007108,佐藤亜蓮,ZZZ083,社會人,P,9,5,0,4,1,0,0,0,0,0
0000007109,鷲尾昂哉,ZZZ083,社會人,P,9,5,2,3,0,0,0,0,0,0
0000007116,佐藤廉,ZZZ083,社會人,P,8,1,0,1,0,0,0,0,0,0
0000007113,森圭名,ZZZ083,社會人,P,7,2,1,1,0,0,0,0,0,0
0000007110,高橋佑樹,ZZZ083,社會人,P,7,6,1,5,0,0,0,0,0,0
0000007117,髙橋佑輔,ZZZ083,社會人,P,6,4,3,1,0,0,0,0,0,0
0000007112,西村王雅,ZZZ083,社會人,P,6,5,1,4,0,0,0,0,0,0
0000007105,柳橋巧人,ZZZ083,社會人,P,5,0,0,0,0,0,0,0,0,0
0000007107,江村伊吹,ZZZ083,社會人,P,4,0,0,0,0,0,0,0,0,0
0000007115,平元銀次郎,ZZZ083,社會人,P,3,4,1,3,0,0,0,0,0,0
0000007118,近藤壱来,ZZZ083,社會人,P,3,3,2,1,0,0,0,0,0,0
0000007156,戸高誠也,ZZZ083,社會人,C,10,30,24,6,0,0,0,1,3,0
0000007154,長壱成,ZZZ083,社會人,C,8,47,44,3,0,1,0,1,3,4
0000007152,丸山竜治,ZZZ083,社會人,C,7,51,42,9,0,1,0,0,3,0
0000007155,福井章吾,ZZZ083,社會人,C,4,19,16,3,0,0,0,0,1,2
0000007151,幸明 慶勲,ZZZ083,社會人,C,4,23,21,2,0,0,0,0,2,2
0000007143,中川智裕,ZZZ083,社會人,1B,7,42,39,2,1,5,0,0,0,0
0000007128,山中稜真,ZZZ083,社會人,1B,6,45,41,4,0,4,0,0,0,0
0000007132,徳丸天晴,ZZZ083,社會人,1B,5,13,13,0,0,1,0,0,0,0
0000007158,内山京祐,ZZZ083,社會人,1B,5,37,35,2,0,1,1,0,0,0
0000007136,高波寛生,ZZZ083,社會人,1B,3,16,16,0,0,1,0,0,0,0
0000007146,新田旬希,ZZZ083,社會人,1B,3,14,12,2,0,1,0,0,0,0
0000007149,藤井拓海,ZZZ083,社會人,1B,2,10,10,0,0,4,0,0,0,0
0000007136,高波寛生,ZZZ083,社會人,2B,9,26,11,15,0,6,0,0,0,0
0000007148,山口乃義,ZZZ083,社會人,2B,9,42,18,24,0,5,0,0,0,0
0000007145,武田登生,ZZZ083,社會人,2B,6,30,11,17,2,3,1,0,0,0
0000007141,瀬戸西純,ZZZ083,社會人,2B,3,2,0,2,0,0,0,0,0,0
0000007146,新田旬希,ZZZ083,社會人,2B,1,4,1,3,0,0,0,0,0,0
