ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000002981,王鵬齊,AJK,Lamigo二軍,38,129,115,22,21,27,19,4,3,1,40,19,2,4,1,0,7,0,6,1,49,20
0000002982,許智強,AJK,Lamigo二軍,36,135,113,20,21,34,26,2,2,4,52,26,11,1,1,3,16,0,2,1,29,27
0000002978,胡進夫,AJK,Lamigo二軍,36,119,103,8,11,33,30,3,0,0,36,15,1,3,4,1,11,0,0,0,26,29
0000000047,沈亞倫,AJK,Lamigo二軍,31,90,86,15,11,21,9,7,4,1,39,15,3,0,1,0,3,0,0,0,30,20
0000003206,陳銪顯,AJK,Lamigo二軍,30,113,102,13,14,31,24,4,3,0,41,15,6,1,0,0,11,0,0,0,31,25
0000000034,張民諺,AJK,Lamigo二軍,30,116,107,15,15,38,31,4,2,1,49,10,4,2,1,1,7,0,0,0,31,29
0000000009,王俊文,AJK,Lamigo二軍,28,88,78,12,13,22,17,4,1,0,28,7,2,2,1,2,6,0,1,2,25,26
0000003152,吳明儀,AJK,Lamigo二軍,25,114,101,14,21,35,31,2,1,1,42,7,3,1,3,0,10,0,0,2,39,20
0000002979,王志榮,AJK,Lamigo二軍,23,69,53,10,14,18,11,6,1,0,26,11,0,1,1,0,15,0,0,0,17,7
0000002997,蔡宗佑,AJK,Lamigo二軍,21,98,91,23,14,29,24,4,1,0,35,6,7,2,0,4,3,1,0,0,37,23
0000000051,許傳誠,AJK,Lamigo二軍,21,51,45,9,7,19,16,1,2,0,24,7,1,2,3,0,3,0,0,0,14,5
0000002980,張育保,AJK,Lamigo二軍,20,79,58,5,25,15,10,5,0,0,20,8,15,0,2,1,16,0,2,1,27,9
0000000060,石彥緯,AJK,Lamigo二軍,16,56,53,7,9,19,13,4,2,0,27,5,2,1,0,0,3,0,0,1,16,13
0000003008,劉家豪,AJK,Lamigo二軍,15,53,41,5,12,8,7,0,1,0,10,3,0,0,1,0,10,0,1,0,16,14
0000000057,黃小偉,AJK,Lamigo二軍,14,58,53,14,8,20,16,3,0,1,26,8,2,0,0,0,5,0,0,1,13,11
0000003204,紀榮家,AJK,Lamigo二軍,11,34,29,6,6,10,7,2,1,0,14,3,0,1,2,0,3,0,0,0,7,9
0000003067,李明聰,AJK,Lamigo二軍,9,7,6,0,2,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,3
0000002975,林聖凱,AJK,Lamigo二軍,8,26,22,1,4,5,4,1,0,0,6,1,0,1,0,1,3,0,0,0,4,13
0000000014,呂俊雄,AJK,Lamigo二軍,6,20,18,2,5,8,6,2,0,0,10,1,0,0,0,0,2,0,0,0,6,3
0000000040,蔡建偉,AJK,Lamigo二軍,5,20,17,1,4,6,3,1,2,0,11,0,3,0,0,0,3,0,0,0,7,4
0000003016,蔣智聰,AJK,Lamigo二軍,4,17,15,5,1,2,1,0,0,1,5,0,0,0,0,1,1,0,0,0,5,9
0000002977,林津平,AJK,Lamigo二軍,4,13,13,1,2,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,3,6
0000000012,潘忠韋,AJK,Lamigo二軍,3,11,9,0,2,3,3,0,0,0,3,3,0,0,0,0,2,0,0,0,2,1
