ID,Name,Team ID,Team Name,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,GIDP,SH,SF,BB,IBB,HBP,CS,GO,FO
0000000159,成晉,AJK,Lamigo二軍,50,183,157,15,29,52,40,10,0,2,68,27,15,1,3,3,11,0,9,8,34,47
0000003528,翁克堯,AJK,Lamigo二軍,49,173,152,21,34,44,33,7,1,3,62,29,18,4,2,4,13,0,2,3,44,38
0000002287,楊岱均,AJK,Lamigo二軍,45,174,151,34,24,48,35,11,0,2,65,12,0,4,0,2,19,0,2,0,38,55
0000001253,紀品宏,AJK,Lamigo二軍,43,65,59,4,8,13,10,2,1,0,17,16,3,1,1,0,5,0,0,0,17,13
0000000141,董子浩,AJK,Lamigo二軍,42,112,100,20,14,36,30,4,1,1,45,11,0,4,0,1,11,0,0,2,25,29
0000003048,葉竹軒,AJK,Lamigo二軍,41,129,104,16,19,26,20,4,2,0,34,19,7,2,2,3,16,0,4,6,19,42
0000000132,梁家榮,AJK,Lamigo二軍,39,150,124,21,22,47,34,9,1,3,67,15,2,0,0,0,24,1,2,1,21,41
0000001286,馮健庭,AJK,Lamigo二軍,37,107,97,21,15,31,23,4,1,3,46,12,0,1,2,2,6,0,0,0,24,32
0000003537,林政億,AJK,Lamigo二軍,36,119,111,20,16,31,21,7,0,3,47,17,0,2,0,1,5,0,2,1,26,38
0000000140,張煒謙,AJK,Lamigo二軍,34,85,72,8,10,18,12,6,0,0,24,12,2,1,1,1,9,0,2,0,21,23
0000004035,林大展,AJK,Lamigo二軍,31,57,55,6,5,16,12,2,0,2,24,18,0,0,0,0,2,0,0,0,9,12
0000002282,張閔勛,AJK,Lamigo二軍,31,129,117,32,18,35,18,12,0,5,62,8,1,4,1,4,6,0,1,0,31,47
0000003631,許禹壕,AJK,Lamigo二軍,30,73,66,4,2,15,14,1,0,0,16,14,0,1,1,0,6,0,0,0,20,17
