ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,BS,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000003333,李居冠,AJK,Lamigo二軍,36,4,32,0,0,0,2,3,9,6,0,62.1,261,874,59,0,15,0,7,39,3,0,21,14,67,71
0000003248,李家航,AJK,Lamigo二軍,27,0,27,0,0,0,0,0,0,1,1,25.2,150,625,23,0,45,1,4,19,10,0,30,22,26,32
0000003536,林家瑋,AJK,Lamigo二軍,24,18,6,1,0,0,6,8,0,0,2,107.0,487,1820,119,0,55,1,3,78,15,3,60,47,105,119
0000003535,郭駿傑,AJK,Lamigo二軍,22,14,8,1,0,0,7,6,0,1,2,86.2,382,1298,96,3,23,1,2,48,5,4,52,41,114,96
0000003473,曾保羅,AJK,Lamigo二軍,22,8,14,0,0,0,1,4,0,2,1,55.2,273,890,75,2,31,0,3,22,6,0,47,34,55,83
0000003062,陳正達,AJK,Lamigo二軍,22,1,21,0,0,0,0,4,1,3,5,29.2,133,534,26,0,18,0,2,24,1,0,21,17,27,33
0000003002,林敬民,AJK,Lamigo二軍,15,2,13,0,0,0,2,2,0,3,1,25.2,120,382,32,0,8,0,1,13,1,0,23,16,29,35
0000000717,黃志祥,AJK,Lamigo二軍,11,0,11,0,0,0,0,0,0,0,2,18.0,86,310,17,0,14,0,2,10,5,0,14,6,23,20
0000004000,郭建宏,AJK,Lamigo二軍,8,2,6,0,0,0,2,0,0,0,1,15.2,65,228,18,0,3,0,2,5,1,0,6,6,16,21
0000003445,蕭宇奇,AJK,Lamigo二軍,6,0,6,0,0,0,2,0,0,1,2,10.0,44,167,9,0,6,0,0,8,0,0,4,3,12,9
0000002986,王豐鑫,AJK,Lamigo二軍,6,0,6,0,0,0,0,1,1,0,2,10.2,43,149,6,1,3,0,1,8,0,0,2,2,11,14
0000000002,李風華,AJK,Lamigo二軍,5,0,5,0,0,0,0,0,0,1,2,6.1,29,76,8,0,1,0,0,3,0,1,5,4,9,5
0000003544,許健利,AJK,Lamigo二軍,4,0,4,0,0,0,0,0,0,0,0,7.1,31,103,11,1,2,0,0,3,0,1,4,2,5,10
0000001239,林宗謙,AJK,Lamigo二軍,3,0,3,0,0,0,0,0,0,0,0,4.0,21,79,4,0,4,0,1,1,0,0,1,1,5,5
0000000108,勝騎士H.S,AJK,Lamigo二軍,3,3,0,0,0,0,0,2,0,0,0,14.0,58,209,11,0,5,0,2,10,0,0,5,4,18,11
0000001122,陳舜松,AJK,Lamigo二軍,2,1,1,0,0,0,1,0,0,0,0,6.0,25,79,9,0,0,0,3,0,0,0,2,1,11,2
0000000110,悍猛S.H,AJK,Lamigo二軍,2,2,0,0,0,0,0,0,0,0,0,9.0,33,120,9,0,2,0,0,6,0,0,1,1,10,6
0000000109,艾猛士T.A,AJK,Lamigo二軍,2,2,0,0,0,0,0,1,0,0,0,7.0,38,125,13,0,2,0,0,3,0,0,7,5,9,10
0000000106,三橋直樹,AJK,Lamigo二軍,2,2,0,0,0,0,0,2,0,0,0,11.2,55,176,20,0,1,0,0,2,0,0,13,7,12,20
0000000107,威力烈L.V,AJK,Lamigo二軍,1,1,0,0,0,0,0,0,0,0,0,5.0,23,73,8,0,0,0,0,3,0,0,3,3,5,7
0000003265,何家榮,ADD,統一二軍,28,13,15,0,0,0,6,5,2,1,2,95.0,416,1621,90,0,39,1,7,69,14,1,42,30,119,87
0000003513,羅國華,ADD,統一二軍,26,10,16,1,0,0,6,3,0,2,3,75.2,315,1084,77,1,19,0,0,25,2,0,33,26,83,111
0000003458,鄭崴壬,ADD,統一二軍,25,11,14,0,0,0,2,5,1,2,4,85.0,394,1327,104,1,33,0,9,29,1,0,51,46,65,146
0000003228,蔡璟豪,ADD,統一二軍,23,10,13,0,0,0,4,4,1,1,1,77.2,332,1247,71,0,34,1,4,56,11,1,36,28,99,65
0000002983,李瑋華,ADD,統一二軍,23,4,19,0,0,0,5,1,0,2,2,49.2,204,753,45,1,15,0,5,32,3,1,28,22,59,47
0000002597,張志強,ADD,統一二軍,20,2,18,0,0,0,3,1,2,1,1,31.1,130,546,22,0,16,0,0,29,4,0,12,8,23,39
0000002586,沈柏蒼,ADD,統一二軍,15,0,15,0,0,0,1,1,4,2,1,17.1,65,235,15,0,1,0,1,14,1,0,5,5,18,15
0000002576,曾翊誠,ADD,統一二軍,10,0,10,0,0,0,1,0,1,0,1,9.0,41,148,6,0,6,0,1,7,0,0,6,6,8,10
0000003471,陳逸宸,ADD,統一二軍,7,7,0,0,0,0,1,3,0,0,0,37.1,175,590,49,0,16,0,3,8,2,3,30,21,56,40
0000000781,蔡士勤,ADD,統一二軍,7,0,7,0,0,0,1,0,1,1,1,6.2,29,92,7,0,2,0,2,6,1,0,2,2,5,7
0000003518,謝富仲,ADD,統一二軍,3,0,3,0,0,0,0,0,0,0,0,4.0,21,63,6,0,3,0,1,2,0,0,4,3,6,3
0000000038,徐余偉,ADD,統一二軍,3,0,3,0,0,0,0,0,0,0,0,4.1,19,65,3,0,1,0,1,5,0,0,0,0,3,7
0000003393,王鏡銘,ADD,統一二軍,2,0,2,0,0,0,0,0,1,0,0,5.0,19,52,4,0,0,0,0,5,0,0,0,0,5,5
0000002991,潘俊榮,ADD,統一二軍,2,2,0,0,0,0,0,1,0,0,0,8.0,39,134,9,0,3,0,1,5,1,0,10,5,13,8
0000001283,佟百聖,ADD,統一二軍,2,0,2,0,0,0,0,0,0,0,0,1.2,7,27,2,0,0,0,0,1,0,0,0,0,2,2
0000003326,何寬揚,ADD,統一二軍,1,0,1,0,0,0,0,0,0,0,0,0.2,3,12,0,0,1,0,0,0,0,0,0,0,1,1
0000002955,林正豐,ADD,統一二軍,1,0,1,0,0,0,0,0,1,0,0,1.0,4,10,1,0,0,0,0,1,0,0,0,0,2,0
0000002648,海克曼L.H,ADD,統一二軍,1,1,0,0,0,0,0,0,0,0,0,5.0,17,69,2,0,0,0,0,6,0,0,0,0,3,6
0000002614,施金典,ADD,統一二軍,1,0,1,0,0,0,0,0,0,0,0,2.0,6,21,0,0,0,0,0,1,0,0,0,0,2,3
0000003280,卓志名,AEG,興農二軍,35,2,33,0,0,0,2,2,5,4,6,48.2,201,678,45,0,14,1,1,24,1,2,21,18,63,52
0000002988,陳煥揚,AEG,興農二軍,33,11,22,1,1,0,5,4,4,2,0,94.1,398,1441,83,2,33,1,2,77,0,0,35,31,88,111
0000003041,孟劭穎,AEG,興農二軍,25,9,16,0,0,0,4,2,0,1,0,66.2,298,1103,53,0,47,1,4,34,10,7,31,26,94,65
0000003299,吳政憲,AEG,興農二軍,20,3,17,0,0,0,2,1,2,1,3,32.0,160,603,38,0,27,0,1,18,5,0,24,20,33,43
0000003297,陳敏賜,AEG,興農二軍,19,0,19,0,0,0,1,2,3,2,3,18.0,66,240,9,0,3,0,0,10,1,0,5,4,22,21
0000003181,羅政龍,AEG,興農二軍,18,14,4,0,0,0,8,3,0,0,2,90.0,377,1413,66,0,50,0,2,56,6,0,28,19,119,81
0000003459,黃中辰,AEG,興農二軍,16,0,16,0,0,0,1,1,0,2,6,19.1,83,275,20,0,7,0,1,6,0,0,8,7,25,22
0000003348,郭健瑜,AEG,興農二軍,14,10,4,0,0,0,5,2,0,0,1,60.1,261,934,56,0,30,0,5,38,3,2,26,18,78,51
0000003365,王建勛,AEG,興農二軍,13,2,11,0,0,0,0,3,0,0,1,15.2,86,345,22,1,16,2,2,15,6,1,21,21,22,9
0000003329,姜建銘,AEG,興農二軍,10,2,8,1,1,0,3,0,0,0,1,22.1,93,297,21,1,3,0,4,15,0,0,6,6,29,21
0000003294,林克謙,AEG,興農二軍,4,0,4,0,0,0,0,0,1,1,0,4.0,20,71,7,0,1,0,0,1,0,0,4,4,6,5
0000000323,凱特T.C,AEG,興農二軍,3,3,0,0,0,0,1,0,0,0,0,14.0,59,233,12,0,5,0,0,9,0,0,4,1,19,13
0000003440,林凱倫,AEG,興農二軍,2,0,2,0,0,0,0,0,0,0,0,3.1,11,39,2,0,0,0,0,2,0,0,0,0,3,4
0000000320,艾力克E.J,AEG,興農二軍,2,2,0,0,0,0,1,0,0,0,0,7.0,25,101,5,0,2,0,0,4,1,0,0,0,11,3
0000000269,陽建福,AEG,興農二軍,2,0,2,0,0,0,0,1,0,0,0,4.0,25,79,9,1,0,0,1,2,2,0,9,5,8,5
0000000267,余文彬,AEG,興農二軍,2,1,1,0,0,0,0,0,0,0,0,3.0,11,39,3,0,1,0,0,1,0,0,0,0,3,3
0000003486,周柏翰,AEG,興農二軍,1,0,1,0,0,0,0,0,0,0,0,0.1,3,13,1,0,1,0,0,0,0,0,1,1,1,0
0000003250,江信德,AEG,興農二軍,1,0,1,0,0,0,0,0,0,0,0,1.0,4,22,1,0,0,0,0,2,0,0,0,0,0,1
0000003234,高瑞祥,AEG,興農二軍,1,0,1,0,0,0,0,0,0,0,0,1.0,5,11,2,0,0,0,0,0,0,0,1,1,3,0
0000003207,沈福仁,AEG,興農二軍,1,0,1,0,0,0,0,0,0,0,1,2.0,7,21,1,0,0,0,0,2,0,0,0,0,3,1
0000001285,張耿豪,AEG,興農二軍,1,0,1,0,0,0,0,0,0,0,0,2.0,8,44,1,0,1,0,0,3,0,0,0,0,3,0
0000000326,哈維爾J.M,AEG,興農二軍,1,1,0,0,0,0,0,0,0,0,0,3.0,12,48,3,0,0,0,1,4,0,0,1,1,1,3
0000000321,麥克M.T,AEG,興農二軍,1,0,1,0,0,0,0,0,0,0,1,3.0,11,43,1,0,0,0,1,2,0,0,0,0,4,3
0000000319,格林L.G,AEG,興農二軍,1,1,0,0,0,0,0,0,0,0,0,5.0,18,72,3,0,1,0,0,4,0,0,0,0,8,2
0000003133,林豐裕,ACC,兄弟二軍,28,2,26,0,0,0,2,1,0,1,8,46.0,192,705,43,1,16,0,2,24,5,0,21,15,53,53
0000003392,鄧志永,ACC,兄弟二軍,26,1,25,0,0,0,2,1,1,3,1,34.0,147,533,32,2,11,0,0,20,2,0,20,9,38,44
0000003291,陳俊霖,ACC,兄弟二軍,19,7,12,0,0,0,3,0,3,0,2,55.0,231,846,56,2,17,0,0,27,0,1,24,15,66,62
0000003252,吳建緯,ACC,兄弟二軍,17,14,3,0,0,0,5,7,0,0,0,83.1,363,1329,96,2,29,0,3,31,12,1,55,47,101,102
0000000289,杜寅傑,ACC,兄弟二軍,17,6,11,0,0,0,2,5,0,0,3,40.2,175,585,46,0,6,0,1,18,2,1,21,15,57,45
0000003519,李彥緯,ACC,兄弟二軍,15,6,9,0,0,0,1,4,0,0,0,53.0,238,791,64,3,18,0,4,20,1,1,32,24,51,79
0000003065,顏政財,ACC,兄弟二軍,10,1,9,0,0,0,0,0,1,0,0,15.1,58,209,8,0,4,0,1,7,0,0,1,1,19,19
0000003523,鄭宇神,ACC,兄弟二軍,9,2,7,0,0,0,1,0,0,1,1,32.0,134,443,31,0,8,0,2,7,2,1,12,10,31,51
0000000962,陳詠曜,ACC,兄弟二軍,9,2,7,0,0,0,1,1,0,0,1,17.2,94,319,27,0,12,0,2,4,3,2,15,9,28,21
0000003351,李金木,ACC,兄弟二軍,8,2,6,0,0,0,1,3,2,1,0,19.0,93,316,24,0,6,0,2,16,2,0,19,14,28,16
0000003054,尤清韋,ACC,兄弟二軍,5,2,3,0,0,0,1,1,0,0,0,11.0,48,172,15,0,4,0,0,4,0,0,6,6,16,8
0000002973,葉詠捷,ACC,兄弟二軍,5,1,4,0,0,0,0,0,0,0,0,11.0,37,112,4,1,0,0,0,5,0,0,1,1,6,22
0000001349,周磊,ACC,兄弟二軍,5,3,2,0,0,0,1,2,0,0,0,21.0,111,371,29,1,11,0,1,6,1,1,24,10,32,31
0000001293,蘇緯麟,ACC,兄弟二軍,4,1,3,0,0,0,1,1,1,0,1,13.0,62,247,13,0,11,0,0,11,0,0,3,2,13,14
0000003387,黃柏揚,ACC,兄弟二軍,3,3,0,0,0,0,0,2,0,0,0,15.2,73,252,21,2,5,0,1,8,2,0,10,10,17,21
0000003176,陳釩碩,ACC,兄弟二軍,3,0,3,0,0,0,0,0,2,0,0,3.0,12,37,2,0,2,0,0,3,0,0,0,0,2,3
0000003506,謝榮豪,ACC,兄弟二軍,2,2,0,0,0,0,1,0,0,0,0,12.0,48,158,8,0,2,0,0,5,0,0,5,1,17,15
0000003365,王建勛,ACC,兄弟二軍,2,2,0,0,0,0,0,3,0,0,1,5.0,23,77,7,0,2,0,0,1,1,0,3,3,9,4
0000003236,林宇祥,ACC,兄弟二軍,2,0,2,0,0,0,0,2,0,1,0,5.1,31,109,8,0,7,0,0,1,1,1,9,6,4,10
0000003086,陳偉建,ACC,兄弟二軍,2,0,2,0,0,0,0,0,0,0,0,2.0,11,42,3,0,3,0,0,2,0,0,3,3,2,1
