ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,BS,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000003005,顏志中,AJK,Lamigo二軍,23,4,19,0,0,0,4,2,3,2,0,50.0,222,847,49,0,26,1,9,39,4,1,26,19,48,49
0000003095,曾俊彥,AJK,Lamigo二軍,21,11,10,0,0,0,8,2,3,1,1,76.2,332,1239,73,2,31,0,7,59,5,1,37,31,78,82
0000000075,鄭余亮,AJK,Lamigo二軍,21,11,10,0,0,0,2,2,0,2,3,74.0,324,1191,66,7,43,0,1,34,2,0,39,31,67,112
0000000074,葉俊麟,AJK,Lamigo二軍,21,0,21,0,0,0,1,2,1,0,4,24.2,117,419,32,0,14,0,1,8,1,0,17,14,26,33
0000000076,劉家華,AJK,Lamigo二軍,11,0,11,0,0,0,2,1,0,0,0,13.1,71,238,19,2,10,0,4,2,1,0,19,12,21,13
0000003066,鄭景竣,AJK,Lamigo二軍,9,0,9,0,0,0,0,0,1,0,0,10.2,49,153,15,0,5,0,0,4,1,0,8,8,19,6
0000000032,許志昌,AJK,Lamigo二軍,6,6,0,0,0,0,3,1,0,0,0,36.1,161,520,42,0,10,0,0,17,1,0,23,18,63,28
0000000001,梁如豪,AJK,Lamigo二軍,5,4,1,0,0,0,1,1,0,0,0,22.2,92,329,18,1,3,0,0,17,2,0,5,4,33,21
0000002986,王豐鑫,AJK,Lamigo二軍,4,0,4,0,0,0,0,0,0,0,0,4.1,17,69,3,0,1,0,0,4,1,0,1,1,6,3
0000002625,江柏青,AJK,Lamigo二軍,2,0,2,0,0,0,0,0,1,0,0,2.1,7,30,0,0,0,0,0,4,0,0,0,0,2,1
0000000084,佐藤和宏,AJK,Lamigo二軍,2,0,2,0,0,0,0,0,0,0,1,3.1,16,66,5,0,2,0,0,5,0,1,2,1,2,2
0000004000,郭建宏,AJK,Lamigo二軍,1,1,0,0,0,0,0,0,0,0,0,1.1,9,33,3,0,1,0,1,0,0,0,1,1,2,2
