ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000000773,李吳永勤,ACN,中信,31,1,30,0,0,0,5,0,1,8,30.1,138,516,35,1,14,0,4,23,1,0,20,10,31,31
0000002281,廖乙忠,ACN,中信,31,0,31,0,0,0,1,3,3,7,27.2,127,516,26,1,18,0,3,21,0,0,13,12,15,44
0000006875,陳柏均,ACN,中信,27,0,27,0,0,0,1,1,1,5,24.0,97,363,18,1,11,0,0,17,1,0,10,7,31,20
0000001194,楊志龍,ACN,中信,26,2,24,0,0,0,0,1,2,1,27.0,128,508,32,3,16,1,0,20,4,0,24,21,39,21
0000002271,黃恩賜,ACN,中信,25,0,25,0,0,0,0,1,2,9,27.1,103,396,17,1,6,0,1,18,0,0,5,3,31,30
0000007049,林暉盛,ACN,中信,23,2,21,0,0,0,2,3,0,4,32.1,139,544,24,4,14,0,5,27,2,0,10,8,29,40
0000006876,張祖恩,ACN,中信,22,16,6,1,0,0,3,6,0,2,85.0,367,1291,81,0,30,0,8,46,3,1,35,28,116,86
0000006869,馮皓,ACN,中信,19,0,19,0,0,0,1,0,0,1,17.1,77,297,13,3,12,0,2,16,2,0,8,7,12,22
0000001005,彭識穎,ACN,中信,18,0,18,0,0,0,0,0,0,3,17.1,71,289,11,0,7,0,1,11,0,0,5,4,22,19
0000006874,盧孟揚,ACN,中信,18,11,7,0,0,0,4,4,2,0,59.2,253,1041,54,2,23,1,2,50,1,0,21,17,58,66
0000005566,黃弘毅,ACN,中信,16,0,16,0,0,0,1,3,0,1,12.2,68,257,16,3,13,0,0,10,3,0,19,15,10,19
0000006176,余謙,ACN,中信,15,9,6,0,0,0,3,4,2,0,59.2,249,886,65,4,17,1,1,37,6,0,21,18,66,63
0000004626,王奕凱,ACN,中信,10,0,10,0,0,0,0,0,0,0,7.2,34,137,11,1,2,0,0,7,1,0,2,2,8,6
0000006873,阮裕智,ACN,中信,9,3,6,0,0,0,0,2,0,1,11.1,61,259,18,1,7,0,1,7,7,0,16,12,13,15
0000006749,象魔力,ACN,中信,8,4,4,0,0,0,2,0,0,0,27.2,122,477,32,3,8,0,0,23,1,2,16,12,28,31
0000003331,李振昌,ACN,中信,7,0,7,0,0,0,1,0,0,1,5.1,23,100,4,1,3,0,0,5,0,1,1,1,4,7
0000003334,鄭凱文,ACN,中信,6,5,1,0,0,0,4,0,0,0,26.2,116,381,31,1,5,0,1,8,0,0,10,6,33,38
0000007250,克迪,ACN,中信,5,5,0,0,0,0,0,0,0,0,23.0,84,348,13,0,5,0,0,20,1,0,2,2,24,22
0000005572,魏碩成,ACN,中信,5,1,4,0,0,0,1,0,1,1,12.0,45,159,6,0,3,0,0,6,0,0,0,0,20,10
0000001232,江忠城,ACN,中信,5,0,5,0,0,0,0,0,0,1,4.1,19,79,6,0,3,0,0,2,0,0,6,6,4,4
0000007271,象騎士,ACN,中信,4,4,0,0,0,0,1,1,0,0,15.0,60,227,11,0,4,0,0,15,1,1,2,2,20,10
0000006729,陳志杰,ACN,中信,4,1,3,0,0,0,0,1,0,0,4.2,30,110,8,0,6,0,2,2,0,0,13,13,7,5
0000006006,德保拉,ACN,中信,3,3,0,0,0,0,0,0,0,0,9.0,36,108,8,0,0,0,1,6,0,0,4,1,11,10
0000003639,呂彥青,ACN,中信,3,0,3,0,0,0,0,0,0,1,3.0,14,42,5,1,1,1,0,2,0,0,3,3,5,1
0000000776,王凱程,ACN,中信,2,0,2,0,0,0,0,1,0,1,2.0,9,36,1,0,1,0,0,0,0,0,1,0,5,2
0000006867,徐基麟,ACN,中信,2,1,1,0,0,0,0,1,0,1,9.0,35,125,9,0,1,0,0,8,0,0,3,3,10,7
0000006972,楊尊凱,ACN,中信,1,0,1,0,0,0,0,0,0,1,0.1,1,6,0,0,0,0,0,0,0,0,0,0,1,0
0000007285,林展樟,ACN,中信,1,0,1,0,0,0,0,0,0,0,1.0,3,11,1,0,0,0,0,1,0,0,0,0,1,0
0000007281,游竣宥,ACN,中信,1,0,1,0,0,0,0,0,0,0,3.0,10,33,3,0,0,0,0,1,0,0,1,1,3,3
