ID,Name,Team ID,Team Name,G,GS,GR,CG,SHO,NBB,W,L,SV,HLD,IP,BF,NP,H,HR,BB,IBB,HBP,SO,WP,BK,R,ER,GO,FO
0000001515,吳哲源,ACN,中信,31,1,30,0,0,0,2,3,3,5,33.2,143,585,28,0,10,0,1,32,1,0,18,8,30,42
0000001387,王梓安,ACN,中信,30,0,30,0,0,0,0,2,5,4,29.2,135,497,33,0,10,0,0,28,3,0,21,13,41,22
0000001350,鄭佳彥,ACN,中信,29,0,29,0,0,0,2,1,0,4,21.0,80,313,15,1,7,0,1,13,5,0,5,5,26,18
0000001232,江忠城,ACN,中信,26,0,26,0,0,0,1,0,1,6,22.0,100,368,26,2,12,0,0,16,3,0,17,17,23,23
0000005572,魏碩成,ACN,中信,22,10,12,0,0,0,3,6,0,1,51.2,246,944,65,3,26,0,6,27,13,2,39,26,74,48
0000001349,周磊,ACN,中信,21,5,16,0,0,0,4,3,1,1,38.2,188,626,58,4,10,0,5,14,3,0,41,34,48,53
0000000773,李吳永勤,ACN,中信,21,0,21,0,0,0,0,1,0,7,19.2,79,324,22,0,3,0,0,21,0,0,9,9,11,22
0000001005,彭識穎,ACN,中信,18,1,17,0,0,0,4,0,0,4,25.0,100,372,21,2,6,0,1,24,0,0,5,5,15,33
0000001675,林丞軒,ACN,中信,17,0,17,0,0,0,0,1,0,3,15.1,74,297,17,2,14,1,1,13,1,0,13,13,16,13
0000000777,楊達翔,ACN,中信,16,0,16,0,0,0,1,0,0,1,14.1,73,298,12,1,18,0,0,16,4,1,7,6,14,13
0000000779,陳柏豪,ACN,中信,14,0,14,0,0,0,1,0,1,3,16.0,75,318,18,1,10,1,1,17,1,1,8,7,16,13
0000000138,林樺慶,ACN,中信,14,4,10,0,0,0,3,2,0,2,29.2,130,485,26,1,19,0,1,19,4,0,19,18,34,31
0000000742,王則鈞,ACN,中信,14,0,14,0,0,0,1,0,0,4,14.2,61,208,10,1,3,0,3,13,0,0,4,3,22,10
0000001330,吳蔚驊,ACN,中信,14,2,12,0,0,0,0,0,0,2,15.0,73,268,15,0,12,0,0,9,2,0,12,7,20,17
0000000771,陳琥,ACN,中信,13,11,2,0,0,0,2,1,0,0,47.0,196,780,42,8,16,0,3,46,4,0,22,22,40,49
0000005566,黃弘毅,ACN,中信,13,9,4,0,0,0,2,1,0,0,31.0,142,580,25,0,28,0,2,23,6,1,16,14,27,37
0000006176,余謙,ACN,中信,10,9,1,0,0,0,1,1,0,0,38.0,157,588,39,3,8,0,0,19,0,0,15,8,50,41
0000001194,楊志龍,ACN,中信,9,4,5,0,0,0,0,1,0,2,15.1,70,317,17,0,8,0,0,16,0,0,6,5,15,14
0000002281,廖乙忠,ACN,中信,9,3,6,0,0,0,3,0,0,2,23.0,95,379,24,1,9,0,0,23,2,0,6,6,14,25
0000003020,倪福德,ACN,中信,8,0,8,0,0,0,0,0,2,4,8.1,33,107,7,0,3,0,0,2,0,0,1,1,11,10
0000000776,王凱程,ACN,中信,7,0,7,0,0,0,1,1,0,2,6.0,30,108,11,0,3,0,0,5,3,0,4,3,8,3
0000004626,王奕凱,ACN,中信,7,0,7,0,0,0,0,0,3,1,7.1,26,109,0,0,4,0,0,9,0,0,0,0,6,7
0000006218,曾家鋐,ACN,中信,6,0,6,0,0,0,0,0,0,0,4.1,23,84,7,1,3,0,0,3,1,0,4,4,5,5
0000006610,高野圭佑,ACN,中信,6,1,5,0,0,0,1,0,0,1,14.0,59,210,11,1,6,0,1,8,2,0,5,4,18,15
0000004569,萊福力,ACN,中信,3,2,1,0,0,0,0,1,0,0,10.0,39,135,9,0,2,0,1,6,0,0,2,0,10,11
0000002271,黃恩賜,ACN,中信,2,2,0,0,0,0,0,0,0,0,6.2,29,113,7,0,4,0,1,4,0,0,4,4,8,5
0000003639,呂彥青,ACN,中信,1,1,0,0,0,0,0,0,0,0,5.0,22,88,3,0,3,0,1,3,0,0,2,2,4,8
0000004625,吳俊偉,ACN,中信,1,0,1,0,0,0,0,0,0,0,1.0,3,12,0,0,0,0,0,2,0,0,0,0,0,1
0000006500,加百利,ACN,中信,1,1,0,0,0,0,1,0,0,0,6.1,27,95,5,0,2,0,0,1,0,0,3,3,12,7
0000006005,羅傑斯,ACN,中信,1,1,0,0,0,0,0,1,0,0,5.0,22,76,6,0,0,0,0,5,1,0,4,3,7,4
0000006733,李家成,ACN,中信,1,0,1,0,0,0,0,0,0,1,0.1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
0000006750,林瑞祥,ACN,中信,1,0,1,0,0,0,0,0,0,0,0.1,4,21,0,0,3,0,0,1,0,0,1,1,0,0
0000000937,林威志,ADD,統一,35,0,35,0,0,0,0,0,5,1,33.2,149,535,37,1,13,2,1,24,4,0,21,20,40,34
0000001112,林航,ADD,統一,35,0,35,0,0,0,4,0,1,7,28.0,119,417,28,1,6,0,2,16,2,0,8,7,32,35
0000006219,李慶隆,ADD,統一,29,0,29,0,0,0,2,2,0,5,28.2,141,498,39,4,15,0,3,14,2,0,25,19,32,38
0000002301,陳育軒,ADD,統一,27,6,21,0,0,0,1,0,0,6,42.0,190,697,48,5,16,0,2,29,1,0,25,22,41,54
0000003208,林其緯,ADD,統一,26,0,26,0,0,0,2,1,0,3,26.1,123,458,31,2,13,0,3,13,2,0,20,15,27,36
0000005295,楊淳弼,ADD,統一,23,3,20,0,0,0,1,3,0,8,29.1,151,570,32,3,28,0,5,17,4,1,32,25,40,29
0000006222,劉予承,ADD,統一,22,0,22,0,0,0,1,1,1,5,22.1,93,404,11,0,16,0,1,23,5,0,4,4,19,23
0000000998,邱浩鈞,ADD,統一,20,0,20,0,0,0,0,0,0,5,16.0,70,276,16,0,8,0,1,8,1,0,5,5,13,24
0000002344,張竣凱,ADD,統一,20,0,20,0,0,0,1,2,0,3,17.1,89,331,17,2,13,0,5,11,1,0,20,15,19,24
0000002348,施子謙,ADD,統一,17,9,8,0,0,0,2,3,0,2,48.1,219,819,56,2,12,0,3,37,5,0,32,18,55,56
0000003393,王鏡銘,ADD,統一,17,0,17,0,0,0,0,0,1,2,15.2,61,222,14,1,2,0,1,11,1,0,6,6,16,17
0000005282,姚杰宏,ADD,統一,16,13,3,0,0,0,3,4,1,0,59.2,275,1005,62,1,24,0,8,40,2,0,33,26,65,76
0000004639,方建德,ADD,統一,14,8,6,0,0,0,1,2,0,2,37.1,159,546,43,0,7,0,4,19,2,1,18,17,40,46
0000006210,林原裕,ADD,統一,13,7,6,0,0,0,2,1,0,1,35.0,149,563,30,3,13,0,3,28,2,0,14,13,38,37
0000002589,潘威倫,ADD,統一,11,0,11,0,0,0,4,1,0,1,16.1,69,234,19,0,3,0,1,10,1,0,5,3,19,17
0000006712,楊孟沅,ADD,統一,10,0,10,0,0,0,0,0,0,2,9.2,41,157,10,0,2,0,0,9,1,0,5,5,11,9
0000006711,李承鴻,ADD,統一,7,1,6,0,0,0,0,0,0,2,8.2,38,137,10,0,3,0,0,9,0,0,7,4,5,11
0000002679,江辰晏,ADD,統一,7,6,1,0,0,0,1,0,0,0,25.2,96,338,20,0,3,0,1,21,0,0,5,5,12,39
0000003401,傅于剛,ADD,統一,7,0,7,0,0,0,1,0,1,0,7.0,22,100,1,0,1,0,0,8,0,0,0,0,6,6
