ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000002304,吳明鴻,ACN,中信兄弟二軍,C,18,69,59,9,1,1,0,4,4,5
0000002285,高宇杰,ACN,中信兄弟二軍,C,21,154,141,10,3,1,0,2,5,10
0000003618,王峻杰,ACN,中信兄弟二軍,C,7,46,43,3,0,0,0,0,2,3
0000000976,林明杰,ACN,中信兄弟二軍,C,17,126,109,13,4,4,0,0,6,9
0000000780,蔡岱霖,ACN,中信兄弟二軍,C,7,20,20,0,0,0,0,0,0,0
0000000744,陳家駒,ACN,中信兄弟二軍,C,29,194,181,13,0,2,0,1,7,6
0000002307,王政順,ACN,中信兄弟二軍,1B,1,1,0,1,0,0,0,0,0,0
0000001119,許基宏,ACN,中信兄弟二軍,1B,34,285,247,37,1,35,0,0,0,0
0000001114,曾陶鎔,ACN,中信兄弟二軍,1B,6,39,35,3,1,6,0,0,0,0
0000000908,蘇緯達,ACN,中信兄弟二軍,1B,13,97,89,8,0,13,0,0,0,0
0000000774,陳子鴻,ACN,中信兄弟二軍,1B,4,13,10,3,0,2,0,0,0,0
0000000753,杜家明,ACN,中信兄弟二軍,1B,32,241,224,16,1,31,0,0,0,0
0000005567,林瑞鈞,ACN,中信兄弟二軍,1B,1,0,0,0,0,0,0,0,0,0
0000002291,岳東華,ACN,中信兄弟二軍,2B,8,33,8,24,1,4,0,0,0,0
0000003602,張志強,ACN,中信兄弟二軍,2B,37,130,43,84,3,18,0,0,0,0
0000003255,陳偉漢,ACN,中信兄弟二軍,2B,31,113,46,64,3,26,0,0,0,0
0000001409,吳東融,ACN,中信兄弟二軍,2B,10,43,17,26,0,6,0,0,0,0
0000001129,潘志芳,ACN,中信兄弟二軍,2B,8,25,15,9,1,5,0,0,0,0
0000004636,江坤宇,ACN,中信兄弟二軍,2B,2,1,0,1,0,0,0,0,0,0
0000002307,王政順,ACN,中信兄弟二軍,3B,15,11,4,6,1,0,0,0,0,0
0000002291,岳東華,ACN,中信兄弟二軍,3B,4,10,1,7,2,1,0,0,0,0
0000003602,張志強,ACN,中信兄弟二軍,3B,4,8,1,7,0,1,0,0,0,0
0000001129,潘志芳,ACN,中信兄弟二軍,3B,23,58,12,46,0,6,0,0,0,0
0000001119,許基宏,ACN,中信兄弟二軍,3B,9,17,3,12,2,1,0,0,0,0
0000000908,蘇緯達,ACN,中信兄弟二軍,3B,10,18,4,11,3,2,0,0,0,0
0000000753,杜家明,ACN,中信兄弟二軍,3B,26,61,17,41,3,7,0,0,0,0
0000004636,江坤宇,ACN,中信兄弟二軍,3B,5,2,0,2,0,0,0,0,0,0
0000002291,岳東華,ACN,中信兄弟二軍,SS,11,43,20,22,1,7,0,0,0,0
0000003602,張志強,ACN,中信兄弟二軍,SS,19,56,23,32,1,11,0,0,0,0
0000003255,陳偉漢,ACN,中信兄弟二軍,SS,2,6,2,3,1,2,0,0,0,0
0000001409,吳東融,ACN,中信兄弟二軍,SS,1,3,0,3,0,1,0,0,0,0
0000005567,林瑞鈞,ACN,中信兄弟二軍,SS,2,2,1,1,0,1,0,0,0,0
0000004636,江坤宇,ACN,中信兄弟二軍,SS,58,235,83,145,7,45,0,0,0,0
0000003618,王峻杰,ACN,中信兄弟二軍,LF,1,1,1,0,0,0,0,0,0,0
0000003262,林王啟瑋,ACN,中信兄弟二軍,LF,12,10,10,0,0,0,0,0,0,0
0000001754,林書逸,ACN,中信兄弟二軍,LF,14,21,19,0,2,0,0,0,0,0
0000001114,曾陶鎔,ACN,中信兄弟二軍,LF,12,18,17,1,0,0,0,0,0,0
0000000780,蔡岱霖,ACN,中信兄弟二軍,LF,3,2,1,1,0,0,0,0,0,0
0000000774,陳子鴻,ACN,中信兄弟二軍,LF,7,7,6,1,0,0,0,0,0,0
0000000772,陳文杰,ACN,中信兄弟二軍,LF,40,91,82,5,4,0,0,0,0,0
0000005571,岳政華,ACN,中信兄弟二軍,LF,3,0,0,0,0,0,0,0,0,0
0000005570,邱志恆,ACN,中信兄弟二軍,LF,1,2,1,1,0,1,0,0,0,0
0000005569,曾頌恩,ACN,中信兄弟二軍,LF,2,3,3,0,0,0,0,0,0,0
0000002291,岳東華,ACN,中信兄弟二軍,CF,6,8,8,0,0,0,0,0,0,0
0000003262,林王啟瑋,ACN,中信兄弟二軍,CF,2,1,1,0,0,0,0,0,0,0
0000001754,林書逸,ACN,中信兄弟二軍,CF,8,14,14,0,0,0,0,0,0,0
0000001463,黃稚峰,ACN,中信兄弟二軍,CF,58,108,102,2,4,0,0,0,0,0
0000000772,陳文杰,ACN,中信兄弟二軍,CF,12,20,20,0,0,0,0,0,0,0
0000005571,岳政華,ACN,中信兄弟二軍,CF,3,1,1,0,0,0,0,0,0,0
0000002291,岳東華,ACN,中信兄弟二軍,RF,9,18,17,1,0,0,0,0,0,0
0000003262,林王啟瑋,ACN,中信兄弟二軍,RF,16,19,15,3,1,1,0,0,0,0
0000001754,林書逸,ACN,中信兄弟二軍,RF,9,21,19,2,0,1,0,0,0,0
0000001463,黃稚峰,ACN,中信兄弟二軍,RF,10,13,13,0,0,0,0,0,0,0
0000001114,曾陶鎔,ACN,中信兄弟二軍,RF,17,28,27,1,0,1,0,0,0,0
0000000774,陳子鴻,ACN,中信兄弟二軍,RF,32,42,39,1,2,1,0,0,0,0
0000005570,邱志恆,ACN,中信兄弟二軍,RF,1,0,0,0,0,0,0,0,0,0
0000005569,曾頌恩,ACN,中信兄弟二軍,RF,1,2,2,0,0,0,0,0,0,0
0000002281,廖乙忠,ACN,中信兄弟二軍,P,14,9,4,5,0,1,0,0,0,0
0000002271,黃恩賜,ACN,中信兄弟二軍,P,8,5,1,3,1,2,0,0,0,0
0000003560,邱品睿,ACN,中信兄弟二軍,P,27,6,1,5,0,0,0,0,0,0
0000003506,謝榮豪,ACN,中信兄弟二軍,P,3,0,0,0,0,0,0,0,0,0
0000003331,李振昌,ACN,中信兄弟二軍,P,2,1,0,1,0,0,0,0,0,0
0000003078,官大元,ACN,中信兄弟二軍,P,3,1,0,1,0,0,0,0,0,0
0000001675,林丞軒,ACN,中信兄弟二軍,P,3,0,0,0,0,0,0,0,0,0
0000001515,吳哲源,ACN,中信兄弟二軍,P,23,2,1,1,0,1,0,0,0,0
0000001387,王梓安,ACN,中信兄弟二軍,P,17,3,1,2,0,0,0,0,0,0
0000001350,鄭佳彥,ACN,中信兄弟二軍,P,3,1,0,1,0,0,0,0,0,0
0000001349,周磊,ACN,中信兄弟二軍,P,15,15,7,8,0,2,0,0,0,0
0000001330,吳蔚驊,ACN,中信兄弟二軍,P,8,2,0,2,0,1,0,0,0,0
0000001232,江忠城,ACN,中信兄弟二軍,P,7,2,0,2,0,0,0,0,0,0
0000001194,楊志龍,ACN,中信兄弟二軍,P,5,2,1,1,0,0,0,0,0,0
0000001005,彭識穎,ACN,中信兄弟二軍,P,33,9,5,3,1,0,0,0,0,0
0000000779,陳柏豪,ACN,中信兄弟二軍,P,25,6,0,6,0,0,0,0,0,0
0000000778,蔡齊哲,ACN,中信兄弟二軍,P,11,10,2,8,0,1,0,0,0,0
0000000777,楊達翔,ACN,中信兄弟二軍,P,11,3,0,1,2,0,0,0,0,0
0000000776,王鴻程,ACN,中信兄弟二軍,P,10,2,1,1,0,0,0,0,0,0
0000000773,李吳永衡,ACN,中信兄弟二軍,P,13,1,0,1,0,0,0,0,0,0
0000000771,陳琥,ACN,中信兄弟二軍,P,12,6,3,2,1,0,0,0,0,0
