ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000003568,陳正龍,AJK,Lamigo二軍,C,5,6,6,0,0,0,0,0,0,8
0000003289,許躍騰,AJK,Lamigo二軍,C,58,273,252,19,2,6,0,7,13,64
0000003008,劉家豪,AJK,Lamigo二軍,C,10,43,38,4,1,0,0,0,3,12
0000003568,陳正龍,AJK,Lamigo二軍,1B,2,9,8,0,1,2,0,0,0,0
0000003564,江俊傑,AJK,Lamigo二軍,1B,7,43,39,2,2,5,0,0,0,0
0000003546,溫元川,AJK,Lamigo二軍,1B,23,187,176,9,2,15,0,0,0,0
0000003540,黃淯暟,AJK,Lamigo二軍,1B,22,192,182,7,3,23,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,1B,1,2,2,0,0,0,0,0,0,0
0000003522,莫生政,AJK,Lamigo二軍,1B,10,97,94,2,1,9,0,0,0,0
0000003405,馬仲權,AJK,Lamigo二軍,1B,2,20,18,1,1,3,0,0,0,0
0000003008,劉家豪,AJK,Lamigo二軍,1B,1,2,2,0,0,0,0,0,0,0
0000003564,江俊傑,AJK,Lamigo二軍,2B,10,35,12,22,1,4,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,2B,40,211,86,114,11,28,0,0,0,0
0000003522,莫生政,AJK,Lamigo二軍,2B,6,12,5,7,0,3,0,0,0,0
0000003468,陳雁風,AJK,Lamigo二軍,2B,2,10,3,6,1,2,0,0,0,0
0000003405,馬仲權,AJK,Lamigo二軍,2B,1,2,1,1,0,0,0,0,0,0
0000003345,林智平,AJK,Lamigo二軍,2B,2,12,5,7,0,1,0,0,0,0
0000003343,郭嚴文,AJK,Lamigo二軍,2B,1,6,2,4,0,1,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,2B,5,16,6,10,0,3,0,0,0,0
0000001040,傅偉堯,AJK,Lamigo二軍,2B,7,19,7,9,3,2,0,0,0,0
0000000250,張家浩,AJK,Lamigo二軍,2B,3,4,4,0,0,0,0,0,0,0
0000003592,李柏霖,AJK,Lamigo二軍,3B,1,0,0,0,0,0,0,0,0,0
0000003564,江俊傑,AJK,Lamigo二軍,3B,14,45,7,33,5,4,0,0,0,0
0000003563,余德龍,AJK,Lamigo二軍,3B,5,7,2,5,0,1,0,0,0,0
0000003546,溫元川,AJK,Lamigo二軍,3B,13,35,11,18,6,3,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,3B,1,3,0,2,1,0,0,0,0,0
0000003522,莫生政,AJK,Lamigo二軍,3B,1,4,1,2,1,1,0,0,0,0
0000003345,林智平,AJK,Lamigo二軍,3B,1,2,0,2,0,0,0,0,0,0
