ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000002282,張閔勛,AJK,Lamigo二軍,C,10,58,54,4,0,0,0,1,1,7
0000004037,江忠垣,AJK,Lamigo二軍,C,3,6,6,0,0,0,0,0,0,0
0000004032,嚴宏鈞,AJK,Lamigo二軍,C,18,92,69,21,2,4,0,1,15,12
0000003631,許禹壕,AJK,Lamigo二軍,C,28,101,86,13,2,2,0,0,10,12
0000003467,林泓育,AJK,Lamigo二軍,C,1,8,7,1,0,0,0,0,1,0
0000003289,許躍騰,AJK,Lamigo二軍,C,26,138,119,18,1,1,0,0,7,11
0000003174,郭永維,AJK,Lamigo二軍,C,1,0,0,0,0,0,0,0,0,0
0000002956,黃浩然,AJK,Lamigo二軍,C,2,13,13,0,0,0,0,0,0,0
0000004035,林大展,AJK,Lamigo二軍,1B,17,80,73,6,1,16,0,0,0,0
0000002287,楊岱均,AJK,Lamigo二軍,1B,15,121,114,7,0,13,0,0,0,0
0000003631,許禹壕,AJK,Lamigo二軍,1B,8,48,45,3,0,6,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,1B,18,116,105,9,2,11,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,1B,6,39,36,2,1,2,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,1B,12,80,72,6,2,14,0,0,0,0
0000001318,朱育賢,AJK,Lamigo二軍,1B,7,37,35,2,0,6,0,0,0,0
0000000141,董子浩,AJK,Lamigo二軍,1B,3,5,5,0,0,0,0,0,0,0
0000000140,張煒謙,AJK,Lamigo二軍,1B,1,0,0,0,0,0,0,0,0,0
0000000132,梁家榮,AJK,Lamigo二軍,1B,7,48,43,4,1,6,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,2B,33,160,64,90,6,32,0,0,0,0
0000003468,陳雁風,AJK,Lamigo二軍,2B,1,1,0,0,1,0,0,0,0,0
0000003343,郭嚴文,AJK,Lamigo二軍,2B,2,7,2,5,0,2,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,2B,3,10,5,5,0,2,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,2B,13,54,18,34,2,10,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,2B,12,49,16,31,2,6,0,0,0,0
0000001286,馮健庭,AJK,Lamigo二軍,2B,6,23,6,17,0,5,0,0,0,0
0000000140,張煒謙,AJK,Lamigo二軍,2B,16,58,26,29,3,7,0,0,0,0
0000004035,林大展,AJK,Lamigo二軍,3B,1,2,0,1,1,0,0,0,0,0
0000002287,楊岱均,AJK,Lamigo二軍,3B,1,4,1,3,0,0,0,0,0,0
0000003468,陳雁風,AJK,Lamigo二軍,3B,4,15,1,14,0,2,0,0,0,0
0000003345,林智平,AJK,Lamigo二軍,3B,9,29,6,22,1,4,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,3B,13,29,6,21,2,6,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,3B,13,34,15,16,3,2,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,3B,17,29,5,23,1,3,0,0,0,0
0000001286,馮健庭,AJK,Lamigo二軍,3B,2,1,0,1,0,0,0,0,0,0
0000000141,董子浩,AJK,Lamigo二軍,3B,1,3,1,1,1,1,0,0,0,0
0000000132,梁家榮,AJK,Lamigo二軍,3B,22,37,8,25,4,4,0,0,0,0
0000002287,楊岱均,AJK,Lamigo二軍,SS,1,0,0,0,0,0,0,0,0,0
0000003563,余德龍,AJK,Lamigo二軍,SS,4,13,3,9,1,4,0,0,0,0
0000003468,陳雁風,AJK,Lamigo二軍,SS,15,77,33,42,2,10,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,SS,20,84,38,41,5,15,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,SS,4,8,2,6,0,2,0,0,0,0
0000001286,馮健庭,AJK,Lamigo二軍,SS,3,10,4,5,1,1,0,0,0,0
0000000153,林承飛,AJK,Lamigo二軍,SS,2,4,0,3,1,1,0,0,0,0
0000000141,董子浩,AJK,Lamigo二軍,SS,4,15,5,9,1,2,0,0,0,0
0000000140,張煒謙,AJK,Lamigo二軍,SS,30,138,48,80,10,22,0,0,0,0
0000003660,陽耀勳,AJK,Lamigo二軍,LF,1,2,2,0,0,0,0,0,0,0
0000003563,余德龍,AJK,Lamigo二軍,LF,1,1,0,1,0,0,0,0,0,0
0000003537,林政億,AJK,Lamigo二軍,LF,17,24,24,0,0,0,0,0,0,0
0000003533,藍寅倫,AJK,Lamigo二軍,LF,2,3,3,0,0,0,0,0,0,0
0000003505,李國生,AJK,Lamigo二軍,LF,7,7,6,1,0,0,0,0,0,0
0000003431,謝炫任,AJK,Lamigo二軍,LF,13,28,27,1,0,0,0,0,0,0
0000003297,陳敏賜,AJK,Lamigo二軍,LF,5,11,10,1,0,0,0,0,0,0
0000003289,許躍騰,AJK,Lamigo二軍,LF,6,7,6,0,1,0,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,LF,4,2,2,0,0,0,0,0,0,0
0000001318,朱育賢,AJK,Lamigo二軍,LF,4,9,9,0,0,0,0,0,0,0
0000001286,馮健庭,AJK,Lamigo二軍,LF,1,0,0,0,0,0,0,0,0,0
0000001253,紀品宏,AJK,Lamigo二軍,LF,24,40,40,0,0,0,0,0,0,0
0000004030,詹智堯,AJK,Lamigo二軍,CF,1,1,1,0,0,0,0,0,0,0
0000003537,林政億,AJK,Lamigo二軍,CF,2,2,2,0,0,0,0,0,0,0
0000003533,藍寅倫,AJK,Lamigo二軍,CF,1,2,2,0,0,0,0,0,0,0
0000003505,李國生,AJK,Lamigo二軍,CF,6,15,15,0,0,0,0,0,0,0
0000003431,謝炫任,AJK,Lamigo二軍,CF,28,56,52,1,3,1,0,0,0,0
0000003297,陳敏賜,AJK,Lamigo二軍,CF,15,37,36,1,0,1,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,CF,1,0,0,0,0,0,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,CF,7,17,17,0,0,0,0,0,0,0
0000001253,紀品宏,AJK,Lamigo二軍,CF,16,32,32,0,0,0,0,0,0,0
0000003660,陽耀勳,AJK,Lamigo二軍,RF,7,18,16,1,1,0,0,0,0,0
0000003537,林政億,AJK,Lamigo二軍,RF,4,4,4,0,0,0,0,0,0,0
0000003505,李國生,AJK,Lamigo二軍,RF,21,41,41,0,0,0,0,0,0,0
0000003431,謝炫任,AJK,Lamigo二軍,RF,2,1,1,0,0,0,0,0,0,0
0000003305,鍾承祐,AJK,Lamigo二軍,RF,7,11,11,0,0,0,0,0,0,0
0000003297,陳敏賜,AJK,Lamigo二軍,RF,13,37,30,3,4,2,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,RF,1,4,4,0,0,0,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,RF,6,9,8,1,0,0,0,0,0,0
0000001318,朱育賢,AJK,Lamigo二軍,RF,1,0,0,0,0,0,0,0,0,0
0000001253,紀品宏,AJK,Lamigo二軍,RF,12,34,34,0,0,0,0,0,0,0
0000000132,梁家榮,AJK,Lamigo二軍,RF,1,0,0,0,0,0,0,0,0,0
0000004033,林宗緯,AJK,Lamigo二軍,P,11,2,0,2,0,0,0,0,0,0
0000003967,曾孟承,AJK,Lamigo二軍,P,22,10,4,6,0,1,0,0,0,0
0000003616,黃偉晟,AJK,Lamigo二軍,P,13,1,1,0,0,0,0,0,0,0
0000003535,郭駿傑,AJK,Lamigo二軍,P,14,3,1,2,0,1,0,0,0,0
0000003332,林柏佑,AJK,Lamigo二軍,P,6,0,0,0,0,0,0,0,0,0
0000003297,陳敏賜,AJK,Lamigo二軍,P,5,2,0,2,0,0,0,0,0,0
0000003228,蔡璟豪,AJK,Lamigo二軍,P,18,8,2,6,0,0,0,0,0,0
0000003175,郭文凱,AJK,Lamigo二軍,P,15,6,4,2,0,0,0,0,0,0
0000002986,王豐鑫,AJK,Lamigo二軍,P,15,13,2,11,0,0,0,0,0,0
0000002694,賽格威,AJK,Lamigo二軍,P,5,3,1,2,0,0,0,0,0,0
0000001524,劉昱言,AJK,Lamigo二軍,P,6,2,0,2,0,0,0,0,0,0
0000001390,王躍霖,AJK,Lamigo二軍,P,3,0,0,0,0,0,0,0,0,0
0000001263,洪聖欽,AJK,Lamigo二軍,P,3,3,0,3,0,1,0,0,0,0
0000001257,鄭佳銘,AJK,Lamigo二軍,P,8,2,0,2,0,1,0,0,0,0
0000000769,冨田康祐,AJK,Lamigo二軍,P,3,4,2,2,0,0,0,0,0,0
0000000328,林彥峰,AJK,Lamigo二軍,P,13,3,1,0,2,0,0,0,0,0
0000000155,游宗儒,AJK,Lamigo二軍,P,23,9,5,3,1,0,0,0,0,0
0000000152,葉文淇,AJK,Lamigo二軍,P,15,6,1,4,1,0,0,0,0,0
