ID,Name,Team ID,Team Name,POS,G,TC,PO,A,E,DP,TP,PB,CS,SB
0000004032,嚴宏鈞,AJK,Lamigo二軍,C,3,5,4,1,0,0,0,0,1,2
0000003631,許禹壕,AJK,Lamigo二軍,C,24,107,100,6,1,2,0,0,5,16
0000003289,許躍騰,AJK,Lamigo二軍,C,51,260,232,23,5,1,0,3,11,38
0000001258,劉時豪,AJK,Lamigo二軍,C,6,32,29,3,0,1,0,2,1,4
0000000132,梁家榮,AJK,Lamigo二軍,C,1,0,0,0,0,0,0,0,0,0
0000003631,許禹壕,AJK,Lamigo二軍,1B,5,31,28,3,0,4,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,1B,13,107,102,4,1,12,0,0,0,0
0000003289,許躍騰,AJK,Lamigo二軍,1B,2,11,11,0,0,1,0,0,0,0
0000001443,李孟燁,AJK,Lamigo二軍,1B,3,2,1,0,1,0,0,0,0,0
0000000141,董子浩,AJK,Lamigo二軍,1B,40,322,299,15,8,33,0,0,0,0
0000000140,張煒謙,AJK,Lamigo二軍,1B,1,0,0,0,0,0,0,0,0,0
0000000132,梁家榮,AJK,Lamigo二軍,1B,21,137,130,6,1,13,0,0,0,0
0000000117,洪宸宇,AJK,Lamigo二軍,1B,2,5,4,1,0,0,0,0,0,0
0000000040,蔡建偉,AJK,Lamigo二軍,1B,2,14,13,0,1,0,0,0,0,0
0000003528,翁克堯,AJK,Lamigo二軍,2B,43,192,83,106,3,27,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,2B,3,6,2,4,0,0,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,2B,5,27,12,15,0,3,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,2B,23,99,41,55,3,11,0,0,0,0
0000000140,張煒謙,AJK,Lamigo二軍,2B,7,22,12,10,0,5,0,0,0,0
0000003468,陳雁風,AJK,Lamigo二軍,3B,4,8,1,7,0,1,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,3B,7,16,2,14,0,1,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,3B,30,76,21,50,5,5,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,3B,10,29,8,19,2,1,0,0,0,0
0000001443,李孟燁,AJK,Lamigo二軍,3B,1,1,0,1,0,0,0,0,0,0
0000000141,董子浩,AJK,Lamigo二軍,3B,18,37,9,22,6,0,0,0,0,0
0000000132,梁家榮,AJK,Lamigo二軍,3B,14,50,12,33,5,2,0,0,0,0
0000003468,陳雁風,AJK,Lamigo二軍,SS,21,114,40,69,5,22,0,0,0,0
0000003174,郭永維,AJK,Lamigo二軍,SS,6,21,4,15,2,1,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,SS,19,80,20,52,8,10,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,SS,6,31,10,19,2,3,0,0,0,0
0000000153,林承飛,AJK,Lamigo二軍,SS,1,1,1,0,0,0,0,0,0,0
0000000141,董子浩,AJK,Lamigo二軍,SS,3,6,1,4,1,0,0,0,0,0
0000000140,張煒謙,AJK,Lamigo二軍,SS,29,158,56,88,14,13,0,0,0,0
0000000045,林智勝,AJK,Lamigo二軍,SS,1,3,2,1,0,1,0,0,0,0
0000003660,陽耀勳,AJK,Lamigo二軍,LF,1,0,0,0,0,0,0,0,0,0
0000003537,林政億,AJK,Lamigo二軍,LF,14,34,32,1,1,0,0,0,0,0
0000003505,李國生,AJK,Lamigo二軍,LF,10,9,8,0,1,0,0,0,0,0
0000003431,謝炫任,AJK,Lamigo二軍,LF,7,17,15,2,0,1,0,0,0,0
0000003289,許躍騰,AJK,Lamigo二軍,LF,8,9,9,0,0,0,0,0,0,0
0000003145,郭修延,AJK,Lamigo二軍,LF,4,6,5,0,1,0,0,0,0,0
0000003048,葉竹軒,AJK,Lamigo二軍,LF,2,4,4,0,0,0,0,0,0,0
0000002950,陳冠任,AJK,Lamigo二軍,LF,1,1,1,0,0,0,0,0,0,0
0000001443,李孟燁,AJK,Lamigo二軍,LF,12,23,23,0,0,0,0,0,0,0
0000001253,紀品宏,AJK,Lamigo二軍,LF,22,52,49,3,0,1,0,0,0,0
0000000040,蔡建偉,AJK,Lamigo二軍,LF,4,3,2,0,1,0,0,0,0,0
0000003660,陽耀勳,AJK,Lamigo二軍,CF,2,2,2,0,0,0,0,0,0,0
0000003563,余德龍,AJK,Lamigo二軍,CF,1,4,4,0,0,0,0,0,0,0
